,IDEcu,EstadoEcu
36,d895c167829e431bbf6e111443180260,Inactivo
37,6b97fc89efa14e6a96545802e89c78c1,Activo
38,c35e427857a549b4b4832fda5de007e1,Activo
39,b3a05c168d8245e6917c915ddc275970,Activo
40,236e9d3a8a3d4e1da9b919c2c0bc7eba,Activo
41,a6ce93274b984360a0892d4e08b7159e,Activo
42,3d0408e664864b4d93ac4be36e936d9a,Activo
43,90ba3bbff5484b79bfe09fc0ad258ef7,Inactivo
44,8229a0bd06ef40f6b3411344ace50b0f,Activo
45,2b528a905c3b4c10aac20a1003c59636,Activo
46,5693fa8c4a344eaab86602b33ba9e34a,Activo
47,7b98407a44b74dcaa2115eb523b6eee7,Activo
48,f5cac259346845f59b620b377ceca0d9,Activo
49,fff9d9bc9e54440188bed66508741961,Activo
50,3d0714976e624f9fafae0f3880b46341,Activo
51,5b2d6258705d4e96b85f614207795fcf,Activo
52,ed9f6674191e4865bc0cb4da29c069b4,Activo
53,a2e6cb7afa954b6cb144ab3aba3b6cad,Activo
54,dc58f6d440e64ba5b390af4e0c9ea69e,Activo
55,4b3cf9ef252f42efbe8d56625fe35576,Activo
56,231c76638c164f8bb93246b1ddbf29f7,Activo
57,244f5204dd2140eaa179362c3f909611,Activo
58,e497ff1619dc4951b546b83a516a74ed,Inactivo
59,0c29ae591c0847488d75ad2631f7a2b3,Inactivo
60,1890840886f64991b978b00619edd66d,Activo
61,d6dbe90eda4b4105af58ea23e905daaa,Activo
62,7bf602fc26c1409ea4e5599fde683c9a,Activo
63,b67b1a6ccce54efd8132187f741c7dfc,Activo
64,697025070f4544c38cbeb05d9e1cb915,Activo
65,fee39f3b3a8642c2817f1eca89becdd4,Activo
66,61f02c7a65734041aef3643967b51bdb,Activo
67,15cc57b679a94940af734a00fa70897d,Activo
68,aece247e06c44d05aacbe987bc52e6a2,Activo
69,4dbf7bc468cf43c1bdd707c0c1539fa9,Activo
70,a87d8cf962ea49fcbb941bc41bb717e1,Inactivo
71,ef784989f04d40ffbca27a2b1300c446,Activo
72,ab55928012ab4a1396082e20d08ce719,Activo
73,6112eead3f1149179975fc4a4abaae57,Activo
74,622ee0182d314997bf203684485bc6fa,Activo
75,1e0fefff1a4a4e23836ff0571c46fe76,Activo
76,ed04d2a2bd964396bc6f0d6da7db268e,Activo
77,9096ab5ab9b2426f92eebd5195db57bb,Activo
78,eeccd4fb0a034de6bb2416945486eb47,Inactivo
79,753e0dfcfcc04c03ba6f6ea3d35606f3,Activo
80,8e1238a7038e4eb190d0a81b23612403,Activo
81,b0919d731a2c4a498b7e62a0eb021ff0,Activo
82,a122dc35dd0f4af98bb7b795c5b8ca4e,Activo
83,991fb725d7ca49dbb4a9f16766a5e0e7,Activo
84,f3f2dd6751a54d05b97aaccb8e07dc16,Activo
85,513e7faf66994edda30498d91b858d72,Activo
86,b2f87f56884e4d90a7602da1018520be,Inactivo
87,a874155079624d5fbb031360643e3670,Activo
88,9c7bc4a73bef4700b74dfbcc29b5ace3,Activo
89,e3fe08730ec34df0b67e586918e4f79f,Activo
90,dea5f10fe56446d19cf9bbb52c669b20,Activo
91,f39ade2e507a41ff880d3eccc924757f,Activo
92,b651429418f24473801345777d032d97,Activo
93,35e71fab019c44d9b726256a8d1fc753,Activo
94,896176a1bc7b45ea9aa2e5a79cbcc8ce,Inactivo
95,faf385a9814f4fefab512a9e6c1571b1,Activo
96,bbfbcfa3be2947ee924fd9062b07d2a1,Activo
97,f0ecc40753d448a48e892709dc0c54e4,Activo
98,04d77515e30d4dba8a16bd1d0e0b42cd,Activo
99,f4ac67ad705c44b1a4d523a7d8f81f69,Activo
100,cc5c889f79734c43a5b48ec33abbf031,Inactivo
101,2556ef0276804aafa3d2663ded85814a,Activo
102,26c0fcb4d0dc4f6183bec5a39671ad32,Activo
103,1b39fedafbeb4e57953b5c4a7f30a38e,Inactivo
104,b088879c440442e98eb09eb0b0321edc,Activo
105,c1de3b31f77c4cd7b73e9a77f88d93b5,Activo
106,aa5108bdf51d429cb4d31c2f832bcee7,Activo
107,f798a290fbcf4377af87063ff89f08a3,Activo
108,9ec9481ad4014b2cafdf8792f27b8e2b,Activo
109,20bfa179788d4c7fb2588c8a0fab09e0,Inactivo
110,0bbc88f2dc58478fbc217ba2e3be9e4b,Activo
111,1345fe84933b4cbc8c23b4f589e28fb8,Activo
112,82d3c47902714be497c5ef9eb9967a7c,Activo
113,bbfd1d1865fb4128962a2aea13d0fe90,Activo
114,56e144ef30a44dbf855e57165f17b19e,Activo
115,1e35120faf21452aa23f36c7786ae0ef,Activo
116,d8d7dadb659b49b8b6d8aa644c3f7ef5,Activo
117,018c9c80cf894ad0a82b740a45af1f37,Activo
118,275bf2e6476045679bc29236b223a608,Activo
119,a14350ece5764b0c875f13ead14b94a2,Activo
120,388b39f4ec634cd19fce0ea95df2f027,Inactivo
121,e5004e73ef8345a5b9cfd6e92fbb2e9e,Activo
122,7161be6982b44e7e8d675d4ded648518,Activo
123,35c4776823114894a55ddf76c12c8d82,Activo
124,aba74c2cfadc46d9bf70d6851bc6a92d,Activo
125,a964c876809b4b878620fa1d3efcc2d2,Inactivo
126,8d3cf62787504ed2b7383ac8e4cbbf78,Activo
127,83b58d677bad4864b781ddefdddebba8,Activo
128,4bafcb7c62b24f19a6dec7e4a1ea2871,Activo
129,fddcf86c6c8e49aa8bd6a19bc1213873,Activo
130,6d56af53d3a64bab9c696c3ffb71a083,Activo
131,c4a465902fea486cae4daa1fd3ad9f2a,Activo
132,812c0e8bd2054465ae3930b081fe3154,Inactivo
133,46cfe264f8b745729ab21b1ea65e3611,Activo
134,d06524f3aa584c7d8c55037776eb5041,Activo
135,4f737c63dc8e4bb1983e7b41d9de8b10,Activo
136,0e1aa0d844df4eeaa0ee529d71641d1e,Activo
137,3c5c42c1a2b74ae1b6abeb12088d4238,Activo
138,476db0255bd04b87813565a185886364,Activo
139,84239e21684d481396a13e0a21360b1d,Activo
140,f8911a3cfe594ee6a7e80ee9533b486b,Activo
141,9d2811dee03147a08c6fa5084a23fd54,Activo
142,f5cc606cee874c5bb7e06ea41a8a81f3,Activo
143,a4d26ce307c44e46a29ff97beb4e5ce0,Activo
144,667d076105fb4a3aa0f29323489a7fbf,Activo
145,870770501ead440cb9e33eed5221f21b,Activo
146,8c9feaa444604eca86ef037068140bdc,Activo
147,83cf4fa296b046a4838ef26ec03866db,Inactivo
148,435af48b817e45b390973858db582288,Activo
149,52ffdb07fa6b44029af8214eedb3fabb,Activo
150,89d5df3f12a6444c9792e01eea080bdf,Activo
151,2d1519239bba437a9ff293cf51c8b5dc,Activo
152,a7533b77ec2645909e6bc6ff91765437,Activo
153,ef9bf0b320ad42d3bfdfaf12ae9fb774,Activo
154,71d389d47ff044dea939eaee86fbcf81,Activo
155,3e7977dbc424415daa9c4eead6acf811,Activo
156,6b7e399c6d8848edab93a74a7bbe3ae2,Inactivo
157,bee7bb0aa8ca4dc2a5e2ec1e9e90edb3,Activo
158,a22aa062524f4d3bae92e15684a20825,Activo
159,2fa4f5b8b95b4d47ac509faa29d86aec,Activo
160,73f1aaa541984f258420fd367176286f,Activo
161,eecfd032a7af408faf25af815b5461f9,Activo
162,e0bb422fb5654f1083d4bb26dd7f7089,Inactivo
163,f18a8ea31e544d628db5c1ca4fc0fef0,Activo
164,ec6e2639cbd74e8e8bce0c3819d8b548,Inactivo
165,dc72ac288f4646f4a4b300ef20782518,Activo
166,6702f18da74844b595838d37ede51234,Activo
167,7fe2a149bba34233a79f8f33fa35e90a,Activo
168,a1956a9bc4324025a4f7d35332d239ab,Activo
169,cb7eb5901ad444c98355cbd4fb704cf0,Activo
170,930f6eb0999d40ff8a7d5182f4efeec5,Activo
171,fdaf5936cc3f4300b2ebd49a5dc0e34b,Activo
172,942b3ce6bcb8415cbb3b1fbe936fcba7,Activo
173,f320bad3f27d4379a432d9c1fe2c799a,Activo
174,1abc2f42533047bfa956c04f58251890,Inactivo
175,95d55bca628544d89d403423890700e7,Activo
176,021e9942221f416d92e95599d01f0e08,Activo
177,6ba536ec3fd54f9dac741ffbc75f5269,Inactivo
178,48ab7d50bfb942f2886bc9f99a0cd2c3,Activo
179,84019d792b6347cd9ab8fa01483e3d1a,Activo
180,954d98fc6713439285174523810c7608,Activo
181,7c8d3d0196e547fc9ab5f83f3fe682ff,Inactivo
182,aad2079b77a24d2bb21e5e86e6d7d99a,Activo
183,990ea3e7ceb84de39186e45fc8885ad2,Activo
184,418ae96a08a6498eba869ca79f6ab408,Activo
185,b6cdb310337b4e6786aa42942bd78a3a,Activo
186,130f408d038c4cb0b13baf6800557309,Activo
187,53ac743fca4143248967bede43e35988,Activo
188,4bee0467e79c415dbb37e8af206771e9,Activo
189,a97532c79a0344528a71072c019ed21b,Activo
190,1b62292dbb024d738d3c821dcc31d59a,Activo
191,2b05e25edbaa434199a77fef8a5d172e,Activo
192,0e767ecf572542dfa7aa72670d71d6d4,Activo
193,8bbeb0ee947c4841a0492dfbb14f061d,Inactivo
194,b8f0fb8bceb8456cb99afb1bec9442bf,Activo
195,639147730cd44401a2924f29fd26d676,Activo
196,61a3c24a7ef9449b98bfa10972f36f7b,Activo
197,2205c14ac78a4012a4690e8f2c319688,Activo
198,cec3d0ccd2ea45458535eff47c919707,Activo
199,80fcef44c0c1440da60eae534f8c77eb,Activo
200,1a956ca82ca54ef79417c24ef121079b,Inactivo
201,999f450075134ecdab4af70f6d333db1,Activo
202,7adec5e8e48a43ea85e1cb6022f74b7e,Activo
203,dd3d1a15036343eeb1495f9d5be84864,Inactivo
204,0359c98a10ab438f90be48e314750a12,Activo
205,36446be591f443d9a36d767d4ef1e6a1,Activo
206,1bb955886cea47c0a20a0a339da6ef4c,Activo
207,02cb21d04f1d4e35aff287d1c08e296e,Activo
208,f3c7d187b6594ea0982dd5b464c2c26c,Activo
209,9b5fdc101d32408ba02ccdd6e397c5eb,Activo
210,d21d5d01e2da43a0a889a7e7aef5edbb,Activo
211,fd3908c7b1344058a47ad9c991e2e9e8,Activo
212,3daa5098ac4a4605b9c940fb45a75e73,Activo
213,f0a7b54891e7469892b68299001f19b3,Activo
214,6d95963eb8ec4a738e36d219c0ce2f8d,Activo
215,487beebc568a42a8b2f7ddc359c469bf,Activo
216,3379305c1fbb4438bd9230fd923e58eb,Activo
217,c997ef8d61e74ec9b06c1fbf749d9fa2,Activo
218,2c0f48e3c92e4e758bb2a87234b40d92,Activo
219,ea36709065d64ce4b68a72aaa34b6191,Activo
220,3093cb96bcf14421a6b7bf1984052551,Inactivo
221,8dfbfd59061f4d7b9b3cc84def5ce057,Activo
222,6575cfadf287410196831b54e9e9c1b0,Activo
223,082f72f5615c4eb7ba600adc87ffdc01,Activo
224,c507d39d72ac487fbb722f56ac52d668,Activo
225,04e0b09e25364b14964b9ca01bab146d,Activo
226,f604ca74419a46629268ff3a6cc654d1,Activo
227,fee09f2e8e5a4f18b54b10fe9b0337dc,Activo
228,423c5f0e9afc468da4b72a7f3d8549c7,Activo
229,073879c528734e30a4c179c90a889c13,Activo
230,ba8059b5e18d4ef0b9a32112267c031b,Activo
231,9db20c2a31ea4aceb2f8d2fc961b63b0,Activo
232,7e7756a41c54471588e03ad3da1bfed2,Activo
233,2b9b9f63124144128ed4c4647e2a864c,Activo
234,7bc3876d0c384bb3825ee7c165625783,Activo
235,629ce7b2ecaf470dbf139858b84fd86e,Activo
236,2ea237b564b14152af6a2086b3f454c1,Activo
237,12cdc307cd3d4cba988d1356badb2411,Activo
238,ccfb9a9bbd19414b831486d5d0f5c427,Activo
239,c7b3aef7d159400a97a9cfe26a3440ce,Activo
240,325b7500681547938021283421fbe495,Activo
241,56be3663393b4fda9ad65fff6e49eb0a,Activo
242,1bd3336e38c24ab2aa12bc95fec763e2,Activo
243,d0759f1961b54054b577a738fcc73872,Activo
244,f037dce3389d497da8088ea4613d68ca,Activo
245,72e4564142a143db878668a02e625eb8,Activo
246,704dcf1ec17a469e8a965d7569df134c,Activo
247,2853af2ce08c4213be0e1263e0b6da60,Activo
248,8088b3e969cc439daa62fd75904deb60,Activo
249,6fa1da1b4f6d4ea692b3668e122dbb5b,Activo
250,cf24f2fea89545fea2da85c5ec3478df,Activo
251,54abfdbffc994adca4aec195f959cc9c,Inactivo
252,6892b5b8b20b4352ab108a6218e5712f,Activo
253,e42c05eb86be4310a16863ad3f51b953,Activo
254,a1739c5f645d4cfd8cad846050d2e9ff,Activo
255,d340710f38c243d09c249bf5070b2132,Activo
256,dcee4c1cf31b4acbb5b90a5cee5bd591,Activo
257,1b3a1ee5880647d59795cec73fea29bc,Activo
258,1676f293d80a4733abf7a747de6a247a,Inactivo
259,90728f74c8a64b0f908d5e715cc7c242,Activo
260,cb3b984670ce40cf96fb821f2e9703e4,Activo
261,a3cff19639d4458b9cb8aa96e6837021,Activo
262,57acfd8f3641416ab7d46ad92b2f2d6e,Activo
263,8c90fab7ebe14824b09b567ba2b87f57,Activo
264,ad09cc5fa2304ec2951b24708ea611e9,Activo
265,26f6d0f7dc8c4132ab70fd48fb86facd,Activo
266,598f20a696384ee9b7b1439e0d58d66b,Inactivo
267,b71b8d504e924b23b40e982e657c5c77,Inactivo
268,ae001134eee144ffb370274a0b2f1675,Activo
269,c4641d5dc0114215a5a04cda20616ca4,Activo
270,77b6f7f47bd24e9b8d0e1ea8bee60219,Activo
271,4e43ab0f41b64bbe9bad1d78ac50a3e9,Activo
272,9557a033f85c47b1beab464f2e6b93bb,Activo
273,e7c25cf48b7643c2b85240de6590c278,Activo
274,ac2eb0eafd92459392a15d3909515f98,Activo
275,9e94c1c60dd647f692201d3f02821aaa,Inactivo
276,6c202e1b04bb40ff80da06c16c09adeb,Activo
277,33d8316aa89748428bfb08994abba5be,Inactivo
278,0a1fea6a165f49689384a09a178a0caf,Activo
279,0fd5880035d94312b3a089c31f36e40d,Activo
280,6634d50d788c445e822f9336c422de55,Activo
281,74f8926abec0475faf1848b036d1646d,Activo
282,e70138d4fe2e48a08e0f2985e075b0c9,Activo
283,10f9b2b648c74d7393540a9358ad2950,Activo
284,b5c2e5ff968340f7960c55641b8c6d60,Activo
285,9a38791bc9054154a0ac45199f446704,Activo
286,6f97b1a658f24416ac6a41962bc1887e,Activo
287,8ccad72f8c4d4352a89069f1d95b1157,Activo
288,fe67a7f3738b4db0818c7f9c3c08fb3c,Activo
289,b29582592a6b47e79fa0fb130b767fc9,Activo
290,e92f30859fcb455983ea332ccbbf4488,Inactivo
291,b6cc473705664a52a164d6894541916f,Activo
292,aa04d8d6a11647d3b02c37b6cdd1b9a0,Inactivo
293,2d5f96f4585a41d984811d9c52157b72,Activo
294,bb707984f7734f388ac8934cae41dda9,Activo
295,7d81f4894ff1422083243f65fd9cb988,Activo
296,0cad6c3dad03427ebc9428e347ff7305,Activo
297,d289017e455c4cc3b4e171087cd1b3d8,Activo
298,2215d7d26431465aa3e8d3bb33449977,Inactivo
299,75a7e18400754e2ea7bfcb4c55b29c9f,Activo
300,c05cd7b0a168411ea6c950f4c4f7ac68,Activo
301,04b073d12a9e4fceaace32bf710f50b5,Inactivo
302,5db13c35256943b4b186902a4a00cf3b,Inactivo
303,487a6763b4fc42d88b171da6ba2e20f9,Activo
304,4a5e658ae1224942b7e3611ca75faf86,Activo
305,b4a8063607bd497fb067847e892b67ab,Inactivo
306,fba5c6c405c24f82a742e0a6e8b94be5,Activo
307,4f6c592d11bd4152b3464dbbc6b7ce0a,Activo
308,05e79801088447a98dec0f56e8ae39cb,Activo
309,6c6b8fabae404c039d14548a0ca2a732,Activo
310,fd3cad5582ca4963b7e8932e04a47b0b,Inactivo
311,d920e8acbd6846d69d553b944e9c7183,Inactivo
312,a417fbde927846e88bb542c7cb4f19bf,Activo
313,812e666117c6436d827be1d1b8a4c59f,Activo
314,b53a9aeeff90449e852462176fc2f8d0,Activo
315,c44dd952bf634589b93cc1502eea1002,Inactivo
316,b99c91d9ddc04239b879346df11c4906,Activo
317,ed102e567eb240b0b2f6cd73c0d70ac4,Activo
318,102f6dd98ba94c5d85245a3915139a9c,Activo
319,64c12e10f6a944e992db3aad4d3b67d4,Activo
320,a402821ef99c470297b32bb46f48d1eb,Activo
321,334ad1583704433a9ee839bbb9a7af2f,Activo
322,42fd97906a5549f4b63b379eeec02292,Inactivo
323,907f7ca6c6bc4c829f5069ea220d3fe6,Activo
324,04c17e5d05d849f2919a78200f88221d,Activo
325,c4f6e9e507224789a4df5298a066f67a,Activo
326,c2222e19aafd47f0971badabea17b12b,Activo
327,c8e2d2d01d5447769a8d2b6bceff6f32,Activo
328,e1c4c2173855464ea5b35dccde6fc382,Inactivo
329,8388b6186328463c8c2e89de7171b7f8,Activo
330,4ed670c3d26343c4aaeaefe5dfe153b7,Activo
331,79a9e4e173d34e74ad9e40dd755eb42f,Activo
332,cd2ca6b888cc4380b6e9df0405846c8f,Activo
333,5296ab690dec41b49bcb81dae33f81cd,Activo
334,81d5b92cedcf41be928ba0fac1edafba,Activo
335,ba014e626196406bbf157face9fee5a0,Activo
336,816181b99deb414f8d896010f0814cac,Activo
337,035d328c0b0845768e1fcd4324d2f536,Activo
338,c46d06df79f24550bad617d0d81e59f5,Activo
339,619eb049e710412a93cfe7da638fcd20,Activo
340,f68b9e864a5a4fe9a572f779ea88205c,Activo
341,9b6c6e25076248e1b2c6bfaf5d780251,Activo
342,05abc57efc474f149aeeb8e76badb125,Activo
343,e00948a2f2034e0bbee7c6c70e559336,Activo
344,c6b5908a029e46a09628cf30d44280ec,Activo
345,0241d678ad4449dab664aa598d9d7e40,Activo
346,9722629eb79c42a6bc56ecfb1cf8a130,Activo
347,c563db07142f41cfb426844e6d141d25,Activo
348,bb27a9adba1f4207bd66370873abf099,Activo
349,d24f494f6576437eb1ba89198c60db72,Activo
350,745721488e56430aaa30b9bde61a4dae,Activo
351,fdbd51a0131d4d1f8e4c78ba6beea241,Activo
352,c22232c329094261986ff8af128b7a4a,Activo
353,e99e4576f7bb44d882e4381886a4ab37,Activo
354,76198dc461a447ed898ac2cb9dbd09fd,Activo
355,c6458b12cfaa4a47b9208629a949dbd2,Activo
356,56ad232f57724d0986221102cc3c7178,Activo
357,5a8523c6c59b447da2a043f9a67a7a69,Inactivo
358,1673da47406142ffb882392d8ad8c441,Inactivo
359,510d0562d888402da774460e0c11bb7e,Activo
360,822d94c782e847779aa533ed36fcf5b4,Inactivo
361,042f9e545891408eb57edfd2212969e6,Activo
362,d688bfd669db4eda9997b7e337098efd,Inactivo
363,fb09f0f856024601888f1734b7d6ac7c,Activo
364,095a2e756ff945539fcae3a04123f550,Inactivo
365,646c22753b31436c9c1ce499773650c0,Activo
366,3226b1595fa64dc3b945661a45378a51,Activo
367,db447ac215914ada8f74e249b036fac5,Activo
368,3e2e56127a574dcf8671310321ceee62,Activo
369,5defb2c04c2a41b0a229891288658c88,Activo
370,c0aebbec13dd42149204d57c2c847193,Activo
371,8919aec674fe410e942a271b455a067a,Activo
372,6df775a98a8648a08c34491d17137e74,Activo
373,cab58d4da7774b2db7cda189f02be77c,Activo
374,ef291206ef85495c95f4ec24e9565a31,Inactivo
375,f9e3589bbd084be0b6dab73cf8f2c4ba,Activo
376,e5156c626f9342aba5674e5fb1db69f4,Activo
377,303ff3b569cb49ccbda2e3ba38e64632,Inactivo
378,6ac046bb9b1941bcba092dcfc8f61b31,Activo
379,d9d6beaf637242449e45925c4ced73d0,Activo
380,73a788318ea04358906fdc60eef5d3f4,Activo
381,f0bb9e5748f34199b78f951d1052f63c,Activo
382,07e2f3a5eb514ba5a9578532fb3802c7,Activo
383,2732707c191a42919f70bca1ab657d40,Activo
384,ddafaee2d7254ea381cb70d3d9f92ead,Activo
385,1974478179b6424dbbdd4cc6f07e3ea4,Activo
386,476c94e2fa294b219d37b1e3dca69b01,Activo
387,affc39218c624ec6bb83395d9316db3c,Inactivo
388,e401581ee8a64ebbb6d01fa8ad6e47ac,Activo
389,130bb76697c84034a43ac1e3505dfefa,Inactivo
390,05e895fa7f854012a57b1966bf6296d8,Activo
391,92d8e8b9f5f94d9f8fb9b114a09d6fad,Activo
392,3ce37cf50dff4b6597f209eb3ef7735a,Activo
393,b63571baa51b40dcbc8a2ee3e3c3ee1e,Activo
394,54581d40e07f49ddab8ea6714116af55,Activo
395,cc1ca32cff464a6faa1ba0c5c2d52b1e,Activo
396,0a8ced04bfbe4157b75ac90acd911e2d,Activo
397,dd01487965b94d3ebe1699a2281396bb,Activo
398,95b75afccd044745b47cbe3b2374bfa1,Inactivo
399,b425a8f74985419296782fc556ea6584,Inactivo
400,88cecbd4f51f4664831e5841ff847c62,Activo
401,1215699ab27c45a89a570301150a5f5d,Activo
402,142be60820d24db7b76b76a7b525c52c,Activo
403,a09a205bb62749a0bf9e465b9b7f45b0,Inactivo
404,41a371c821274136829cc30708df3f94,Activo
405,dab01d46f1f54ccabfc41ac2fe2b0675,Activo
406,08f04a5260034551b59af10fbe10593b,Activo
407,6d154a2aca334ed0948a04d7b26d05e3,Activo
408,a863e46a953646df9d6db6c1f904dceb,Activo
409,90ae06f343be41878c9a33af2250eba8,Activo
410,91e5832e97a0417494b5a79ab1e07bb5,Activo
411,e6ec707d6fc147eea96a74a316da230a,Inactivo
412,b7b0be6a2f7a439f8aecb71025718ebe,Activo
413,e489409e8de9450482b4b90e1eafa945,Activo
414,0481a14e22624074850021d481483b21,Activo
415,88e3ced4e0e5459286caf32fc2bf799a,Activo
416,75d7a368c9e84b69a84674336ce4ad3a,Activo
417,b81d6589fb654879b2449d09708d7817,Activo
418,802379c4e5f440f6929882302b288dd8,Activo
419,77876cc0e46b4db088fb7c9099417220,Activo
420,5b0a50b91d1348a38322229e979f7382,Activo
421,254660ca4eab41c3995e1c87c4630acf,Activo
422,367d9fd1e58f4de1a1db40dddd9b0009,Activo
423,4031be50ed654717a5c377be6ca83cf1,Inactivo
424,0067739b4c2d4eaf9151523cd6cb4c47,Activo
425,ab06dc8f8fe9471d90491b0827792f9d,Activo
426,d683ee6b3beb493bb419dcf8a6b9a107,Inactivo
427,b49e7f5b99414866b8e58a4c09841c18,Activo
428,a8088fb272f24a26a725a99a4e527793,Activo
429,7eda61e0c8324bac9fe8213504e204cb,Activo
430,643c5426fdf5416e934942caa998bcd6,Activo
431,45610965572e4827b1cb0b617cf62f06,Activo
432,4ba1c3de513f4519a7b2a7c450ce86e0,Activo
433,68733d25e8884649b191c52291cfce0c,Activo
434,e48cf0ad5456454a905559a10bda880a,Activo
435,286b44edcce040208e899d2029934648,Activo
436,3d5c61aeadda48da89e4ed845f81a0cb,Activo
437,2f15c40c0a9e48c9bf58cfb85ce4e2d3,Activo
438,dc2e673ad2bf4577a1f5691874073d38,Inactivo
439,7efd1f8f78ab407d98ccb4110d364cad,Inactivo
440,33c20c0c72034a8999199415945bc124,Activo
441,4df430925d8a44d7afbccc3c5655a9bd,Activo
442,45adab408bf843fea3a042e49308d095,Activo
443,6a52eb22ad3c4a1ebb6e98b4a2821172,Activo
444,bf1df903458a477d96763bb3a3835e45,Activo
445,4a655a1f2aaf45799f7849f18be775eb,Activo
446,bef8417723f54c778818cc406c2d4589,Activo
447,f3fdb433b141489d982c9427fc467095,Inactivo
448,25fdc56fa1d84a72b4d50619ab56b01a,Activo
449,d80b1056d7664722afcbfd999984c7f0,Activo
450,a454b9a8120d4822bc211bbff5a01cfb,Activo
451,21c947817bea4827a2a3218be0f51aa0,Activo
452,6526ca7b50f64ce3b4835593d6a271af,Activo
453,ea06501f72e74ef2a9d25faea72a3d70,Activo
454,35d83204d54d4d67a10ee472f6e41654,Activo
455,602e2d2b897149eb98c36036da206a87,Activo
456,f337303409b045aebe090435855a73b9,Activo
457,3dbf323f6721497d8b7545362d346ceb,Activo
458,dd7b1d044a904b6fb410b70afd403349,Activo
459,27ae864923734d9488973f69b15165df,Activo
460,108a7489644642d9bb7190761d3b0545,Activo
461,57d028090acc4a90a356e890668ba24a,Activo
462,e2159c6198b14a5f82707198c9bfa423,Activo
463,29ec6c885cea45ceb921802b0373a484,Activo
464,7f44cc4350924c0dab56d6f1cac59387,Activo
465,1d06ce6563a64d7d9fd002a529bc5235,Activo
466,691daffef50f4b2aa275b754e5ae7a43,Inactivo
467,c321ebd30259481c8271d3a17a9021ec,Activo
468,27b3260cffbb48be9d8538037de51332,Activo
469,127e65236be1475b9769e17f2c710623,Activo
470,cf5ea354dcc94934a24bb5668ed33142,Activo
471,c7ee656c7fd04d70bd2ce2f6b7eec6e1,Activo
472,bbbcb927e8fa46dc9718533905fdc80c,Inactivo
473,3cef01f845fe4424aa17a2a02d53977e,Activo
474,f141d8bbadbe4e3ebc258f2a98f25ae6,Activo
475,fe62382ea88a444f993070b9201c023c,Activo
476,613f59f1b02a487d80342146fa126408,Activo
477,65677262b10148e198977e71043fcbfd,Activo
478,55be3b821ee743b288b7087dbcd451d5,Activo
479,f32b2cc4171345ad96c4263c33d8699f,Activo
480,3f8d809f7a1241019ce96f087903f1a6,Activo
481,2dd1ac8706614918a171ccf6acaacda0,Activo
482,e3e60e0c5af64f919d0f681025f7c5b8,Activo
483,b2df20f57b96494fa44f441e9c9315f3,Activo
484,a76f16fab61c4929bcd793bccd0d2453,Activo
485,51b5ec54c6b54aa884f41a5c9f590722,Activo
486,1422f49ba3db41ae978a04c76ae0a5ba,Activo
487,8f15aee24c8641e79713ca19ca848962,Activo
488,0ed53f95b4c34126a8e5b778165c5103,Activo
489,d7584977c5014779ad95ed0f095e5e18,Inactivo
490,e8709e3ac5c549558ca9105bf18d6bd4,Activo
491,d7c01032d26a43fcbcc4d7b27fe6b7f5,Activo
492,4c9c6dd12fd543a4bbbe36b19a4d9ba6,Activo
493,8916bf186e4047759bb56ecb12b08cbd,Activo
494,b50812f211f24f9da1765bc5833e2114,Activo
