,IDParroq,NombreParroq,EstadoParroq,IDCanton,IDProv
20,a5af26aa03f64f6b9b27efd058d0a7af,DMQ,Activo,3dadf8e9d8594c10ad3475983675b34a,1bf009666b514ffb850652cb10fdfa8b
21,32902be1f5a340ddb8e912daa1c473fa,DMQ,Activo,4723792b34bf48a28f372892899474c7,5e1dbe07baee41d4affc6f8e40c2e8e7
22,be888d04fbc54224ba1d7fcc1b42d9f3,Conocoto,Activo,64961425519d4444a440746e5dd3107e,3b4b8e0745054beaa105850f585227b6
23,89f148c9dbf94396885cdf84672606c7,Sangolqui,Inactivo,3746e491db5f45d880a8bee6388aab7d,59d795bce8844d0685c1c446d5843ff0
24,1972c79c33284a02b7f4b4518fec21ef,San Borondon,Activo,e2f73292c27e4dc19c490e5003fba992,2bd95af0c580468590e745cc8d4aa067
25,208b5eae4fb8401abd6d9b96f941689b,Conocoto,Activo,704b316a1ebc436c920eccc4624e106d,d813601cdea94bff91fe85d9bcf30af0
26,47820c747fac4087a8605bfb84ac4164,Puerto Ayora,Activo,f33d502827134ec283a3c944f0a28f39,9e17dc3c64c940e5a74d5f5384c86544
27,e32ee70ec2b44b3da1591cb3a0f7f1df,Puerto Ayora,Inactivo,15be6cf7b6124e99a5489abe7c5cb550,c2c9e0fb81de45b8b0c421653a7e5eb5
28,d9c7a351698449dbb9f775c6326f0b9e,DMQ,Inactivo,c72d6e67cdeb46a990031759e105d971,74cdc0d609fe4747b44aa502730cc20b
29,1b3aabd33f8042129e402ac650a57149,Cotacachi,Activo,c26f3fd3ce8c44d8b340fa3237241b0e,31b17b20e9b9489a980a2a6a91e0d122
30,7fab957594eb420f8111a6d126843a56,Sangolqui,Activo,b406418c34bf41ed9f11ce47567302cc,765fbcc1ddda482aa56564935322140b
31,54216c5462fa42459417e942281d056b,Puerto Ayora,Activo,ad6ccf4f7a7c4399b3328d2f9752355e,3f0fb1b2c23f4354998033a4789424d4
32,47d7fdd8349b4655b5f7ad52ffa45298,Conocoto,Activo,d5d4438278f6459ea8964ce8fe895cc4,21f1fbe13a474926a33086555e21c27e
33,97ca598e7b3548f992b4feb8db6dde71,San Borondon,Activo,c39f23f17bd448d1aadf555dad16df87,6b4f572db4fb4cbeada87c0f4b90a0a7
34,dc6e3d0d83c44402b28d9cdbfa23c6b8,Latacunga,Activo,792c3af1c2674e87b7e9951ae4936176,968adfb61e464ab4bb8711d7aca686fd
35,d0b4f22f7bd6449d8bfc7907d057421e,Sangolqui,Activo,c31d6dbb3de84843b3cac74d8bde9c71,5eabea520cd64a74b77a81cab8c9f434
36,554fbec54e1348a4a790430763f70861,Latacunga,Activo,9b2cf3218b0440528737ef848c56ee7d,ea50d9484b744e28afa0eded30442834
37,7aa07a8df70f43e08d7ec575bb04f031,Sangolqui,Activo,2f9c6f9096ac450c98ab49e32f6ae7eb,3eda6cb2326d468aa17a1157dadab98f
38,3afc6c85d9d84182bc71028496e37fd3,Sangolqui,Activo,46fc8724e11e40f0aed607a83240de0a,1152880a45eb4da2ab828d827093913f
39,0e347da251db44d08455fda80bf8aea1,EL Cisne,Activo,2be72c23faa34deea3fd758a451c20d4,50ef1e614fc5484bb8afcc9f67331938
40,8ee0a98218d047edad0ef0b14561e224,El Carmen,Inactivo,a328d8048cb14929be8ca6fd6eec342c,a379360af34c413e9ffb21cb438c50e7
41,cf446a06311d40d19f5ebe9d8ac21d0f,Puerto Ayora,Inactivo,8b202ea7676c48309c6c3d88d6f00654,b136d82b6fb8448592a6c73dcdd786e2
42,e660c3ff4ad34817874d1755eef74d30,Sangolqui,Activo,81a34ce81b33457b98c941e89df6c6ce,fbdbf3c2a1544b699ebaa8ff483e49b5
43,ce44d80751b84550a541d02c1819b723,DMQ,Activo,e1a5a4fac45748e297d11b4136b5f125,f5655acb40c1447f950a9ab7590f0bd9
44,878ed34259884998b3879bd3028a1665,Cotacachi,Activo,2261085c0b924623b1e5c78e36a9b883,89ec9db68b9945b1aa73663c4ae8d7ea
45,e737c032ee684d1f95c74dc732de1fe3,DMQ,Activo,3b081f63c147485890ea6250f7424521,a435c3a9ef2740f1a914fbeaf1f68ae2
46,e26ea7aae991497f8100598f9ee44864,Sangolqui,Inactivo,bc7baa3969564351b5fea93d593c4f7f,72d5a5b67ac24216b45de7f5f0be00bc
47,4b375cf2d89c42dc809ab77c95df0573,Puerto Ayora,Activo,6063d7dc2e904659b9abbe3d0e799a0d,aa5fb4096ebb437cb83e8e16d67bc285
48,fbe7d3d521044838802218057388e1c0,EL Cisne,Activo,b8d829c37a674828ae3c6b399b0e9e2d,42e7197c52024d53be1e9be396ccdc88
49,687e62e608084c378e417f6182e4173a,Puerto Ayora,Activo,a6fedf45832f428d869484bcc0a5af94,b11d7e066b7349a78c7007f0073b840b
50,56e5f55afb864f22a4577561bc831b04,Muisne,Activo,84572e7ad97d4123826085a6722c5088,2ede05889417439597cfc90e51569749
51,692bdf7abbf642c185703fbff0057ee5,Conocoto,Inactivo,199f6ef4c52648638c0110cc43e35625,fbf6ed0f521e401d9da3d9a606f78e93
52,f5984a41156444d0855ace92eaab0dc6,Sangolqui,Activo,8b558635c421487fb128e3ae9adf347b,f6f4a7ea421e4f00915ff4653bdb0196
53,c9806c72fd444d998cae152c293a4835,DMQ,Activo,24985e2c4ea64cd1a9d45a5d8c633eb3,b12f085e1307487abd633a3ba00d4d01
54,688ce04e430345c8b6e6217deee0475d,DMQ,Activo,1368ebe4bb844528ac0db6f6c69062d9,484fcbd4270b44a79cb2f1467f29c628
55,d9a903ee24214f6284023c50a6f3b117,Sangolqui,Activo,aebe387365314943afda0124fbdb074f,3d6bc6a074204f08ac569a074a6d16cc
56,8dc4be4924f342bd88115c189e6dd458,Sangolqui,Activo,4ee5caa4ffd3412ca0b58adb2912212a,fa2422aedfa1483885097a303534285a
57,a59e7cb04d514c52b72e6c88bd00497b,Conocoto,Inactivo,469629e89b0747349814ddcf0bc8532d,5b00c63a51514a7a8b66e20855fb5ee5
58,c96e45fdc97140a6bc5ee62f0f981ae6,Puerto Ayora,Inactivo,74da320a8aeb46e791c1f183ed69049c,6b824e93fad247718ba74d6cde97603e
59,5a2e9b606efb4582b8812a9250f0aaa7,Conocoto,Activo,c8ed87d1dfda4e938b1c432de2f3ff73,c97a972625c14735bec28061ce6cebce
60,42fc8aae6c97428cabfcfa71d2925e1c,Conocoto,Activo,b8a4f797f9424d04afd1a5d99c650995,ed356f1f12ce43adbc53a53b49ff7dc8
61,2f3a3785a21b46eb81a9c7df3548c421,DMQ,Activo,c2ae48453b11474cb357085942f45b24,0fea98830d3e4ba097d0d56ee122cebc
62,5f90af904db94918b6b2dc7492d7dce3,Salinas,Inactivo,e93dca579f5d4e399a0f605af8ce1198,7fa607e81b424ecd8f2f32051b07347a
63,f71d9e73a1ea451f85175fd91e27d9b2,Muisne,Activo,1f4f24c4a6a346379784389785216a5b,076f05fbc6ce443493a0ff227cf66f78
64,6d89343dd88c4665ae1ad49c6c33c1a3,El Carmen,Activo,2f6c0d35eb7b49308364bcb5e2d9b80a,195be9338e2c4715a047438fb1cb6656
65,764f5ca2bb3246478abd2259de0bb1c4,DMQ,Inactivo,8946aa8aa13a4ef5a7085e2083f48abd,0e92e3051feb46a2a631b9a5729284bb
66,c33645c99a3d4a9ca87ba9a61d8a9c65,El Carmen,Inactivo,3e7a4ffaf7304f9b87f9cc2df9b8681f,24d48f8a689b4d28b5648084b38affa1
67,6efb926396e34ae99445af933df7627e,DMQ,Inactivo,986c7cf23ed8493fbdfa43b77e6142ac,d6424d6503204e98b04691050cd939c0
68,1b418615434a47269641ef6fe168fb60,Conocoto,Inactivo,d701a46af1f94e6e8210430eb857412c,fe872401d61d40a88d87f33077583835
69,cfd0a6d549a047078355ad0b2c04b61b,Conocoto,Activo,d4e1d3a984a347aaa9bcc9700e3560e6,098526843102431caf4939c34aea1c0d
70,e433f41cc72442d48458c35f2c81f67f,EL Cisne,Activo,497ea169bdcb4061b19f0a7a50d8461c,9f36b720680a4eea99231c920be2c027
71,e076b36640e64656989ba2d4a58e8de9,Guano,Activo,67705086c48d434ab4336542193693b4,daa8d796e8004555bbbaf4afd3d71f3f
72,509e8796e66f4b8e8ba15f6a822c809b,Guano,Activo,7a2107bcc4164805bad96bdc199985c6,250606e0de4e425db79205265e96d074
73,2920296138164c0b9453446d7c6b6214,Sangolqui,Inactivo,92f9a62eb1a140c9b8995eccf3b3dc35,d155fdd6d8c44843a3c43352ca865975
74,f77f2625e44f4de68f697097ed750e13,San Borondon,Inactivo,74cf3485c8974f75869f0cd63fe52df4,6bf8556f57574a998eafd911e820dc20
75,391c8e85d7824eef8d7fc99a87479cb6,DMQ,Inactivo,193897c4bdb54c15a10dd58d306cda9d,69935d8cd3654228b20c27e54b2024e9
76,1045cdde613740a8bcf88ea16ca52505,Sangolqui,Inactivo,3d29df446fad4b77b2fe2c2d5a18b857,cdbf2c37690f4ebca47411f031b2a40b
77,d91458e9646b4a56ba4bf1acf4d4c7f7,San Borondon,Inactivo,2f64cc3ce81644b393332ac4f84f8d70,dce984a5559840b996c145978195f8ac
78,d79a55465cf04151b6eff6a4cde49755,Conocoto,Activo,1cbf8bb3c94e41e29ba30f12eda43803,dd8a678c2fa94f3c890c78e9e660c2bd
79,9084dfa1cd9949e48a4a078a2d51b37d,San Borondon,Inactivo,157d01ea67364a1eb5e54821796b857a,f64f9780aedc4870815c05a5391f23ce
80,3b08a6571c014e7ca97916e2944d36cb,Conocoto,Activo,577d33286449463c884e92c5bbc6a068,7bc9ffc976e5476d85cce033a1eca011
81,54680130a87c4030adfc6bd95a913c4e,El Carmen,Activo,676ad89ea35a4a2cb9fcb5fc3ab2c217,aa629486afd44b57a32389f530fc5f65
82,b73ef75e9d0c4488aad77fa985a8aae5,Sangolqui,Activo,cb3930ba49f440119379e2627312fd7b,4b2386cac83347a3958e8c9964a8a2e5
83,7f6e488807e44e87a49da1890b6616eb,Puerto Ayora,Activo,3af03ff0f49e4b638deffe5fab436dd3,5fcc5a7327d24a098e00c3e017f2a255
84,45a097f98c2a45d782a237a3b27d0935,Salinas,Activo,7f59c7f023de494682c8c68b4b964e2b,980c8de7109c4eadaa0da99df07d4f42
85,1a562286c91c4c5e885426be41b00dfe,Muisne,Inactivo,40fa6c94ed96465baefd36074b2f397f,abbc97ca1aa04abb8eecaaca0d2c5861
86,dc63b995ae0942e9b93385e8c3d88bfa,Salinas,Activo,584cd27fa670406390146a13f9ca563e,326a588c84d041878ad7f121911e11a6
87,6e301f54f62a4ea6b0b4c1c5e2e93d7f,Muisne,Inactivo,e15dd99c06af4eec8dfd764adb0b96a1,8d8a48eef2b84d06b965de01ae7a1bb4
88,801dbac3729e4767a1cda55426a80079,Conocoto,Inactivo,a7d90537e5cb4c89bcb17b9348181e92,22171b86b1bb47068bf6feec58407beb
89,6620db4b4f204322bfa756839af77be9,Sangolqui,Activo,b7a881b415074522a10ffd2b97252a97,db6fd1ba5a6c4ee49d6d5fedd67809c8
90,d31104396b494c94a2d22d1337273c39,DMQ,Inactivo,f3b21dd07a4744c0875dcdf86430e260,ee9e7f75f80b45b6a77ba4878c234a1f
91,3311c2ca17f54a8687ac81bd88c5a147,DMQ,Activo,15570c3f07f84765a438e1711aaed4ac,4d2efbc3eb824c71899ef7ae1259499c
92,8153a7888e1f484aa8d1e2d8e0e822b8,DMQ,Activo,0443a71f856d41dba50ada85c651ef2c,f83eecdf831b42fcbb5b3b1ca6df2e29
93,10773aa4027048e6be8e054f4aee41d1,Guano,Activo,ab06429d37c64fc4bb617a6c2e7b5c30,ac82e6e365b143c0adab66e564b2dbfa
94,a14e7236db5c4a33aab61b8aeba76fb9,DMQ,Activo,6d235f7c01be40bf875659f4cec792fe,f199e83b9e8f43139b83e6997ebcd4f7
95,f388bd23e6c145a8b44b388bddbad3e6,Sangolqui,Activo,1232260835da46b4b47102e90029f2ae,eeb99254bc964bc795a58a8aa048a9bf
96,02ad8162a10f45fab26d6622f10ce857,Conocoto,Activo,2dde92afb66c43fab1b26821a0f23ccf,95f1ca2400cf487cbb0f06356eb3b7e6
97,7ae29d0360e34f5ca44ff8c384f0786c,DMQ,Inactivo,19980beda31a4045819743b9899c4b1f,4e6551387a0f4132b03043a460410d14
98,5a7d73d759674abcb04595196d4b4839,DMQ,Activo,1cd69f188d3b418fb926abef267b45ff,8bcae19170664a7eacbdf37b1841d764
99,f0cc1f0b56514c3491d37a49b413c2dd,Conocoto,Inactivo,7b8c83abb68a4f7b86e57155db9ccfb4,1b21b904bf8848bb9b485cfd2c1fcbc6
100,375e318c0be1469a8e2051dd7071d428,DMQ,Inactivo,b93e1b1edbdb4716b830ba6c8790c051,16f4c87ea35344cdb5ed5cbbeb9c700b
101,6517e29bb67a4404928d20bcd485b31e,Sangolqui,Inactivo,ae3b20f750ab4c61bae22b7af54e9aa1,c39c384f727a4ff78cd72ae04ae12efd
102,3a07d586062348f8bd067ec729f215e2,San Borondon,Inactivo,ce44d08ea23c43c58c8f685f6cba9128,4e8d13aa87de42089488abb9bd8798c0
103,1c2260ea4f39480fab2240c10b8924ca,Conocoto,Activo,b53e1e09b8b04daab3dd3c3fafc9c576,530b8330ee2a4949869b053035ea5cbc
104,859a921f8b7047579c28d87dde25b2dd,Sangolqui,Activo,211721b7e04b4ca5a4ffe83140f3cee6,8d9d143c35f24cd48a4d18f9a9911b43
105,f63e727b37ba4d6cb9489a31a67d6c37,Sangolqui,Activo,1578a319a2804f0a9e18597aef2ab250,12ef98cea2214978ab1dbf148764bf1e
106,ca3db742fc5745ccbc47772cebbb6108,Conocoto,Activo,281ca1cbf9d5493ca38e2a4e6fde0cf6,f4a5c08b12544825a37678e6100ec832
107,000c551d4566422cb61fa9a27324d16c,Sangolqui,Activo,be1e181a5bfb4dd5b68747a36eb337c9,4684f09581344546bdce3842c9d61b64
108,5a627f28747640d7ac5205d61c8ace70,DMQ,Activo,ab93de8adcaf4ff0a002776d2f53bfd6,c80e0bd7f8574dd386d7e2b4a86d6d81
109,ae1860457d424452a6e02be5ddf449af,Salinas,Activo,0aed72433e564c0eb8b56c7ef887af59,733882b07cd84817b1b97dd18d470a61
110,9ad64ba548ea4bdea9efeebda62769a7,Puerto Ayora,Activo,83ea7318b6f84ec984de11e067d0b63e,f1cea92a6e584bc29af677fece4a846f
111,80be1269b0e44d9c81f0355c4186b76b,EL Cisne,Activo,97134eb2e4474a5d9bed37b0be1dabac,8aef96ccc36845e09dfe4d040c291ffc
112,21361c9feffd4425810d6b8a42817227,El Carmen,Activo,97f646c4c1674b21b5d50d85474f6a13,3aab32002f4c42779da52e528e986d4f
113,8344b77bfe2b42ce9c1520e3661406bc,EL Cisne,Inactivo,37e2b26bf519447a93fb8ed02f4500dd,590278447cdd4f40958a0e793e2eaaeb
114,76c13626fd1e419f8df5d3608bc5220e,DMQ,Inactivo,2ca44245f05d4bea89b099d67d10d465,dca8d0a607094231aee48b496663b023
115,642974f70e7c4b95a3413543972718cc,Sangolqui,Activo,4068e0702c2d42a1b693f4a08d104d74,fb2014dc7ae64159b812f23e8bdfc0a0
116,7bd7be72f8dc43fdb2183fd4e208dddb,San Borondon,Activo,f30429a87bdb4ee9bf5cceb5a9705b1f,305960e8059343c5818cd037c68f4a80
117,f255541180e046539f8307c0da4f8e28,DMQ,Activo,40c19184eebf45ab82aacdd22b16a6ab,8919caa2778c42abaf40d313abf4ff85
118,2d44603f34de48e69de1e2fea9a647b9,Muisne,Activo,8f7a082d9c454a97be1f6e25d9366481,9d74ce8b1d8c40a4afe15a31bcfeab29
119,0793fd3d1f7443a897fb46255d047dcb,EL Cisne,Activo,4f250e7b81944c9392f44de16ead8585,4735187fc5f74c4d8c4d6992796a1461
120,8a5c98b39ca64cfd8c00856b39c6a371,DMQ,Inactivo,b4e2a9fa2e654ca1b1dc5b2a057a868d,5e9a2b05da0e4531b0147fde75e3f070
121,2922554290154928969fa937db31ca72,Sangolqui,Activo,b6276d488f7f423fb0f13ccade9ac4a7,163f05a7ef634acfa7067d1bf869dc77
122,b7b429c45fba48d8b4076516be580112,Conocoto,Activo,9522f3c9a17c487da1df0abe36794e80,5294846e19bd427485d095fb4f1f195a
123,3851e6bee77d4fbbaff38b3e849c8784,Latacunga,Activo,2371e78502b84efe876ff64adc30da76,18c2f65fb53c4aa08d9e8d26bc1321f4
124,300a6315fe1a4ff2bdbd3dfe01d80829,Conocoto,Inactivo,5421f48c958041f78b278a29a6d9c22a,aa8d0805a6e647f295fdbf0485e1cc27
125,4ccdc0902e1242a19e26d832d02a19bd,DMQ,Inactivo,1944a3f2ed9e44b49bca9cf6681107dd,d338c0b830aa47bfba069af998244efb
126,58ad1989b4ba4dda93d798a05b3c48f5,Conocoto,Activo,a3f41a7662ea435e8362ab9ad08705da,7611d851ee0f447097605ea38800bd9b
127,c891ff1f6c8f4217b349e840473a376c,Muisne,Inactivo,e6fbf1bd58fd48069897715c82ca961f,43c8aad391254df298f7464d01ac43fc
128,61409a12c2be47479e5bea71836d7552,Sangolqui,Activo,170267af4116460cb8667567701f27f4,b39eb33208e24034aadfbe49ee1b5723
129,e634731678a54cc1afa4e317fd7c5426,Sangolqui,Inactivo,aa4e36af11a145f98bc31d8d1315f7b5,fdcb6809246f40c68e748f2d2ac432c1
130,a0a40478a5e247a593ce9fa2c8c86cc3,DMQ,Activo,ab42b1f760b34717bd88c59ba84cd0e8,382427e3dfc2438384d73348da150bb0
131,f230ac9091f84162b084beda32a0db61,DMQ,Activo,20ccd31104f64cd99be5001bf961e02a,5e437bdbe4184fe2bfcdef6c1ababefd
132,6b86312ae2274ec4b7372102ff091721,Puerto Ayora,Activo,54edf6688840447698459a5ff406b9a0,a53bca45121449738e16e514ab5b4967
133,8ed26d8ddd694c398a64aceb0bb58cca,San Borondon,Activo,ce216e354b994c03a8b9951c8915ecd3,22e3f4eb5f34412ea689c993221de4fe
134,2cdb0df628df43f2ad7d5b9ddc0b4866,Puerto Ayora,Activo,baed722913e24fd089e91b5d604a6377,28f72e5ea2e842b1a5b59a2ab11638d6
135,4df62236a78849bdab8c01ab71806f22,Conocoto,Activo,42719ae3ea4842a49b8cf2568ad64127,939e73f446554357b54a5ab951106ede
136,2acfcb26a2eb4129b1f2e40496a07fdb,EL Cisne,Inactivo,4fe4518bdc5f45cfbc7e08004324a28b,e09d053fa5104ef7922440813b065c2e
137,c7c631e5196e460aa489aa245c6d7ef4,El Carmen,Activo,625147a239174de8bab27a2b6c2344cc,68d8c813d3014c51894602f894f6bce0
138,611672a41c5541f3ab4028eb70323429,Sangolqui,Inactivo,311aaaa268de444aaaa4badbb9795aa9,40b537c4c9f04e73a830f7a9167808f7
139,ab394c970b8247928a699be1da13df39,Puerto Ayora,Inactivo,029d7d75b5b3453bbd285c3f6a11e73b,0e8b072bc4d1455ea672815f340b0504
140,94a9f3320b0c47bcba09b67f59fc5b13,Latacunga,Activo,272dfa16034c44d981af4b9fe326b662,48ac1841b72246d1aa35b53b2b06450d
141,1313ef9db2894116a2ee3cee185a9ddf,Puerto Ayora,Inactivo,8bcaa37f60c541e5a66497f20da19420,ce2ad891650241b0a8ae3cee47272cac
142,3b3e26a746704dfa8b9a7866c2cd9df2,DMQ,Inactivo,c7c1f7dc09894b208d3b3529d8467b95,e691f037b56345d794ea1f7bcaa1d4c0
143,b6bcc185101948daa129e3c1f68c1604,El Carmen,Activo,3977d821f896471eb7fa1c9606927c44,2bda757432a743a197f9dbc7f8ed810e
144,75fc877a006549bb9da5c73b8dea3c43,DMQ,Inactivo,88adbfc1f164400cb8f79ea0419925a8,3178826b638b462f83e49dd8f0940a77
145,b72deaa1d120478892a2451df65df3de,DMQ,Activo,0cff1957c4354f0aadd1f295153b57c5,dbf74d3194924680becbd3a5bae02c23
146,c0d6af1fac4a457f8b3df509ef8f8f3d,Conocoto,Activo,ed6bd21ec19442f18718b5613583709c,522f077347a0493d93d41e76416dc615
147,67e78bbfe0fc4c0abad6416cd065c394,Sangolqui,Activo,4f95b019930b460bafa2fdddf5ddbf12,81da178aeb9a4e429a8e29cb145f2db3
148,238708a98ead4c4cb02c781764ac618a,Salinas,Activo,4bc1d1c4825142e595eb5ee96a2d5ca1,328a0b4987544e2989b856a95df8fdaa
149,92b87cda90a441e8b2e7239ed3cd1017,Muisne,Activo,5f4dd646ac784b30948317444fdaca13,38d64033b6304e508b514d7d81569951
150,5c9e32fb6b5f47619334ea1e51a32099,DMQ,Inactivo,9a19ad73276b4fed87ff45e8fdac0db2,3d11cbea9d074e7ba65d93b2ac257ba3
151,d5eaea52b43d4fc3ad3c9ff71935a12a,Guano,Inactivo,6aac1e297716467c82acd5a7bd4d4f88,76997300a0ad4736b27b0de5a9b755b4
152,ee5a087b9d5c4b8b8ccb1c096b37761c,Conocoto,Activo,b732f4b659b644a0b83f99fcb74a2619,1e403d4e3189416ca9d6e2450b81c030
153,3aad47682e484748aa53c8967918f6ce,Conocoto,Activo,e7afe952e4f946c8a69096958fef54c1,809071fd778c47be92dcf43a670e6123
154,504a9eedd18a40adb761036efbe8067c,Latacunga,Activo,fd618e792a7943ca8dc3de26aa0d98ef,b8081b8177174ffea970ff117d6a705a
155,b00378a048b0449f9f15b18afc652774,Conocoto,Activo,fbe8c074d91946179e2a065c37ef4d75,2c3e67e8d48744d09b8aacbfdcdbc8fe
156,4b3fa20d86e849e08f5b277004ca18bf,DMQ,Inactivo,a7ef70cb5801402390cd39594f62bb1c,89aad62b29fd47f1ac6207de1280291b
157,9eda219ebc744b618f872dca93c67ce2,Puerto Ayora,Inactivo,d23d9549bae94e7390416b4c8fd2681c,de6523f93cc9453985833284024fb7e3
158,882c07692ca54350a7b05ef42710dade,DMQ,Activo,da192e61cc414d42819bbc5644852166,ded53b2282aa49d3b77b3ea1c2ded42e
159,f6cc1b837e8342019e425b36d9bc2333,Sangolqui,Activo,29630ffce3444ee28185b46b5e1b86c7,923fd98ceb144bcbb488ecbd4a83bbff
160,7376a4c1b6c44db2b75ea7c93967abc6,Conocoto,Activo,7f16b3f8650c4637ba69bdd5eb7199da,0a3c4fad2ce64a45af40b38089b58699
161,1eee10f9dbf04550a46334edb74da5b8,DMQ,Inactivo,b082a239e6de4a098d57be1f460dc981,73ed99cf66d14b88b98662e07c14c358
162,5de67933fba747089c7f0bf3592aef55,Sangolqui,Activo,3895b15ea51145c6af4557107f256d56,1881dfe6735d4308890fc5abfc131b19
163,ef6dd986dfc4411c89a6f87f523f368a,Cotacachi,Inactivo,1acec86825c44c3ea23e2230371ebd76,8ddd02bc545d405b9040460df62500e5
164,ee82ce1b78af471398c3cc010023afab,EL Cisne,Inactivo,f4f068338b5946a7a67a09a40942fb8b,ab6a7db442e740efab00f3c04d88a619
165,6113d53e55634b4599d0569eb2485967,DMQ,Activo,237b0843af6042c28c2c65cfd9e6de8f,07055113499b4d57b5bc3fbd7da670c3
166,0e21f6a4b681437cb162c3703495dfa6,Conocoto,Activo,fc2a9e9bb70a46c9a6c09213f777a757,62465fbde8d442419f29883280aaf793
167,8909c93736f54261a57dbe4a16448933,Conocoto,Activo,1861658983914179b40e7668899a9c84,087f00891afd4778bb78209b886b9ee0
168,cecd3a7594724d9fb0fc78c86df97fc5,Guano,Activo,b572e95d5d7643b5bba570e27007dd5a,b9d94c8066d346979bdaf00517aec6d6
169,8756bdada58e4559983179cabf73393b,Conocoto,Activo,0f81d4c07e694183a6b856d6a0831aef,32a0140a8faa4eb7a7bd8dfaa7c1a561
170,f30574e03a3b44a78d51af58ad5f5fcd,Latacunga,Activo,c55c7d66c86d4fa197008d366d59e00f,52645c6d254944fe8d4cb598d1fb019b
171,86a364b2fc87419bbd4814f292976fde,DMQ,Activo,c6e4c35d2957426b8f11c0ed0d167ba9,bbf9f165c18b43d299d1cec08614d383
172,dc7c19d019ad4047aae2db9da678d65b,San Borondon,Activo,0a85d973e97c46609dbb8c9abbb73269,98dc0b644e344053bf05d138776a5603
173,4f6bfb93f1ce43209509a461fcc7d28a,EL Cisne,Activo,f7d3400a1c8648cca578992c68e8ed97,fafe7ccbc0e449bf9db1a225f8aab065
174,b07ee24745fb491eab301367708b0677,Sangolqui,Inactivo,87687b4329684335a9726910a2912020,f2c549588bdb4dacb7463b00c0d8a8be
175,ad3b797c28dd4683b0cea9960c862f04,DMQ,Inactivo,ee2676fe53fd468c9335d639efef0766,1f075e6bcb104db6aca9b65d244aca88
176,18c60941457b4ea08b75972d49e00ee4,DMQ,Inactivo,c67399c69be84e5bba02f833bd9d62d9,7e6131d854794e5f9c386abdf487de9f
