,IDDepCoor,NombreDepCoor,IDOperCallCenter
56,b8e2d7858df24af49cbab124d38a14f7,AreaEvaluaciónLlamadas,0cead3364db84a7a9dcffab37ea143db
57,1c2e996701124aceb0a429c9cd2335ad,AreaEvaluaciónLlamadas,64818dea15b2405faab00da7a8d75645
58,2533c339820740f49a785a222b87750b,AreaDespachoEmergencias,670c21075bf14e318d0282ad1731b4ba
59,0a36fdb87022424fb353ee480d096dee,AreaEvaluaciónLlamadas,296d78859b3f4b6685bdc797e6bd55c2
60,521a2382a28345d896eae7fd10bf82fb,AreaEvaluaciónLlamadas,6c5c9342b9d34d5ca86d3a4cb42001fa
61,322ccc36faca4214ba319a6dd3374142,AreaEvaluaciónLlamadas,bcabff54a2a042fda8ea2b6fa6e131d3
62,de3a4db5c1784bf7bb8d005f7d4638bd,AreaDespachoEmergencias,ba6290aec9e04bc4bdbbd3e6cdf5f82f
63,27c6db069e124ce49f0695d0bc15ceb6,AreaEvaluaciónLlamadas,3faf7fbb28974e96a397a8f00709b26f
64,7fb5491940f4484f8c74c64edda902a4,AreaEvaluaciónLlamadas,c0440feb631249c08ccafa08e5e8ae9c
65,4d91c7beaa704387926fc77d4eec9abd,AreaEvaluaciónLlamadas,4e5c026b68f746509905472e1eb4d33b
66,a16f93fc832d4568a8634e687b275485,AreaEvaluaciónLlamadas,5a42782c154a44849ff70ce1f02a4d3e
67,93d42050dcf94f9ca2278fe7d531a2f2,AreaEvaluaciónLlamadas,12a57cddc6754689bab4fe622c0bdb1a
68,6e87cbe44eac4167a5f8890e0ce8442d,AreaEvaluaciónLlamadas,220f687de2684ed8aac550d9a817b9a6
69,e4cdcf50f04f4d669a4fa910e4488852,AreaEvaluaciónLlamadas,1580990e71df4bd89f6e9f9b2da7405b
70,a759aff749e74eeead0317223b254564,AreaEvaluaciónLlamadas,8e10fbc107b74a6f93840a3f04ed80dc
71,bf2882eac44544c991f26ac3e99e01a6,AreaDespachoEmergencias,260931f5d4dd4477b5c27b32c441cf21
72,5a46f44a40524017a726d01c3c390297,AreaEvaluaciónLlamadas,3ef646eeea7348fa93107fb75dd2f88c
73,06da45578ad9498a90cc9ed294f0a412,AreaEvaluaciónLlamadas,1619efba81ea42f4977d12064dbfe054
74,e9ff3b9653d24367bce9c4b9d60139eb,AreaEvaluaciónLlamadas,81588f4dc61b4c20a6fae2e7e2bb2584
75,be4a4e6cd0ab4e4bbd880cabe5c7588e,AreaEvaluaciónLlamadas,9192bce758ae46e8aedecc616650e3ed
76,ee903b2906a741d5b038827b834169ba,AreaEvaluaciónLlamadas,41cf5e6948214fcbaa15987c4b5adb95
77,ea242ef72a844962bef963878a5b4a38,AreaEvaluaciónLlamadas,94018df16f264bd99944172d3f032ef1
78,aaadbba9597548e298abcc420caabfdb,AreaDespachoEmergencias,1a77ac01b0284e39a64bc6f2929aa701
79,eb5f7416983f45ecb4c9985444c58f7b,AreaEvaluaciónLlamadas,64bbb13b659046f0ad6dc506890ce6bc
80,c40da32f049740e3b9b9f9ed3bc2b430,AreaEvaluaciónLlamadas,d60b4f5377ea46ac93081de8853d1b4d
81,9079e719e9cc451785aeead9070b8ecd,AreaEvaluaciónLlamadas,838fa0f758084a7f914a029f93cb9df8
82,a7551fa28d9c459ea93097704973d3e2,AreaEvaluaciónLlamadas,761a1dfaa7ad4fc4bc8629391c0abf49
83,9f9c3d4515ae4c9b80ec1c4c36649e7a,AreaDespachoEmergencias,11ae253cef024bc2a5ce67371eac9eae
84,ce9cc61aef4e43c5a31bb7fe1c7ea331,AreaEvaluaciónLlamadas,57d0a4c4fbe14828ad8f0b950beb4452
85,e574c4729ebb427d8d96ace1e1163cc2,AreaDespachoEmergencias,f600cec48e0247299613e8135d68ebdf
86,caad3f803d6349e985f4a9fe8c5547f4,AreaEvaluaciónLlamadas,7cfe16e7beae445fa6c3125067cf9afe
87,066635d4315941e1b6e3ce4d58575742,AreaEvaluaciónLlamadas,809ddc0161b648f496fb16a04c8bb634
88,73e79b16ceec4b1880325f5784e911a6,AreaEvaluaciónLlamadas,07a46ff8985d47c281accef9c4e6a71e
89,016a0c03a80d423eb621f7fc5cf21b2d,AreaEvaluaciónLlamadas,4058c76b6cef4e66a7cf66b3d099b7a3
90,934e7fe2983a41879d772fb979fcd9e0,AreaEvaluaciónLlamadas,134f4fc442894283ab19317a55aa58ef
91,62c5e1cb41194681b4c629642465f4a5,AreaDespachoEmergencias,f90649a6f3b04aafbf341a0c57654fec
92,2391a15c09464e9399e05cb9eb574905,AreaEvaluaciónLlamadas,643e8160e45b455b972577dcfcad91cb
93,09816aa8dc7f43e2996353cf0044a8b2,AreaEvaluaciónLlamadas,84241b216a02402f9b2c8cce22586df9
94,029a3ed2428043d285ef009c33634a6d,AreaEvaluaciónLlamadas,bdad9d2355a245539a2ffd9bf40a74d3
95,a8d5355583fc4521a7faf34dd7c50ad8,AreaDespachoEmergencias,339ce8e3103246728f195981d2bb1b53
96,579df9d6d19a4f628484962865e71a57,AreaEvaluaciónLlamadas,12852543d4e34bcf9a9c480d31f9a556
97,559fa06c880e4d278c121893228ddf93,AreaEvaluaciónLlamadas,0fb2d2e2055b43cdbe71a2b04e99832e
98,4f6c4cab2f8a4415a5e6855151991b39,AreaEvaluaciónLlamadas,7049471f6e8d44e995990e93d6b77a86
99,7a4cb6fcded24a068842b06529cb28df,AreaEvaluaciónLlamadas,f9fca0f96cdc45bbaee439497330e705
100,120cfd9529c44f29aa648b3393ff4db8,AreaEvaluaciónLlamadas,bdc6be7c94a24c7cb01e75a6f37a8f29
101,a9a6378c8ec9489fa17a42a436d21d0c,AreaEvaluaciónLlamadas,025375cba9cd4086a6f20f7a034f0fe0
102,73414884b60b4d359804db2c17c6a979,AreaEvaluaciónLlamadas,b73d4c2b0a6745c6bb0171019c4f1a82
103,e41669434d824b47934bee5e275da027,AreaEvaluaciónLlamadas,61f3047562e24af1985d23ed103ab472
104,012bb5d00f1f4d498baa551f5e91ecb8,AreaEvaluaciónLlamadas,fcaaf8c5c4ef42c4805f12e49ec1d152
105,32959be001b4453a8ee0a49c00e3e0eb,AreaEvaluaciónLlamadas,f9b891b38b3e4a62a2d15204fafcc308
106,7facb2a56f1e4bd49e6e621a0fc21838,AreaEvaluaciónLlamadas,41bdc33789e5492c9997b329f58961e3
107,760bb10c8c3e4f8582b07b81fc25f753,AreaEvaluaciónLlamadas,b05a37cf8bc743338e454a53e41cdda2
108,1012fe5420b444d5b52c860e963b3dd7,AreaDespachoEmergencias,614cf2f55f9047c59b39f9274e4d15fc
109,74aea9bf85354015ae7ea3b3f692a3ad,AreaEvaluaciónLlamadas,3e3266ccf99947fea99ec83a755ea55e
110,b1c822d7bb7c47d9a9bcdc083f89de38,AreaEvaluaciónLlamadas,37b39e941ebe409894b3300a5c874fbf
111,63d93b78d8b741259f68ca273d69f4ec,AreaEvaluaciónLlamadas,f9f1c78e447c4d8cba9d3b40980a04e4
112,6dc4705e2a4844f5a2ef0a0ce659f0d2,AreaEvaluaciónLlamadas,222c9176eebc43dda5cb7a041cae6a00
113,4a7a156e98a6453f937ba2a421af197b,AreaEvaluaciónLlamadas,48a48120eff441ba9151eae4626552ec
114,45b79da9a1954c31922bc30443dde18e,AreaEvaluaciónLlamadas,e58e9cf7e8334709881a46ef77470abc
115,0fcd49ce508f4244b2bae592b4645d67,AreaDespachoEmergencias,1663f154e53d48aab9554177a5b1c49c
116,c0d6265f8e6845f482843562e49a5041,AreaEvaluaciónLlamadas,edb39539644b4765ab54bc9e134afddb
117,08e8d2d1ef814c998d71082cdb6cdf25,AreaDespachoEmergencias,0619463a41b048e495092c3f0c6e5e67
118,9a871f6854304dce9fe86dc8998a4250,AreaEvaluaciónLlamadas,3b2d9b628f5640e9b7721bda4052d292
119,b1a62c79d78a40abb72e78b087cac3a4,AreaEvaluaciónLlamadas,c5b7a8d109224738ad5a0876e924adc6
120,1bf6a81a113f44e39f06ca04f25fffdc,AreaEvaluaciónLlamadas,82d62ec027704967af44d23a0cdae8cf
121,6e9b686d632e420b83aed31d5dbcded9,AreaEvaluaciónLlamadas,a945cfb25cda436a9a700a0397ca3507
122,a15d3d05e4054da6842c135c1ccdf1e7,AreaEvaluaciónLlamadas,8904a158681141568a7bc6d8f681932c
123,264fc15d9c51428bb8c887fb7b647a5e,AreaEvaluaciónLlamadas,ce6638a6e69546b3937020a01c779fed
124,1fec7056186a49ab9580989891b94b50,AreaEvaluaciónLlamadas,48a033305b444e848e5928e6fb2add3e
125,c0bc8835656b44efaae331c9324204f5,AreaEvaluaciónLlamadas,886e8a4b5e8b4c9c811701e0c91fe151
126,37edc251fed94e9d8835f283b1e3c9b6,AreaEvaluaciónLlamadas,ff2fea4129ce4e4e91cd776e4ff6b6d7
127,2bf9f31eca9149cd9d2053617b7e2300,AreaEvaluaciónLlamadas,583b6e1d613b441aa258258104ce0abb
128,cae6da9452214db28b4b549fdfea6786,AreaDespachoEmergencias,d37bc6c65ac248bcbc8d15a7bc3bcdb7
129,7f8477f182eb47f0a5f467efa4f6c268,AreaEvaluaciónLlamadas,d3964537d1f542afa3b75136249afc70
130,48e4f0acbb914f10888961e8ae61dd2b,AreaEvaluaciónLlamadas,b08f8af6996844a7abfb12e41dfb2ab7
131,39c0b6aa97934182b69abd704e32f814,AreaEvaluaciónLlamadas,5e10d3fab4174356b00053ba72e1fe61
132,eb1937fb6204440da0ebff3cab213194,AreaEvaluaciónLlamadas,97edd550bd4f42cb8c3af6c6ad82083f
133,9ed01e34fcf04d76872719c5ebd1591c,AreaEvaluaciónLlamadas,6e9c389509274b4584f93b1bdbf32d37
134,8e4c9b5f5d554da9aaa3aec03fa9bf55,AreaDespachoEmergencias,dd5dba912ee04e258f219ecddd1ed096
135,a171354025b84682b33083cc7f59347f,AreaEvaluaciónLlamadas,3ed7be54edbd4dc2bc17bc27fb58939f
136,acd755db4b9a4124869feed3b21d615b,AreaEvaluaciónLlamadas,36b4db4a84fd4aed891afe2f4684dfce
137,bae41d2e6cb4459aa2fb511c176155a6,AreaEvaluaciónLlamadas,7936d084c0d44e6493c0a9d5c37659dc
138,cb7b074574b746d3b8d78fada58a38b4,AreaEvaluaciónLlamadas,e4e948eba8dc4d70b6848715aad42144
139,af47c888dcd540d0bab96454b2ffb373,AreaEvaluaciónLlamadas,ca597916974d46218553c9cf5330ab78
140,d47392d4e9db4252a9ca9e825c710511,AreaEvaluaciónLlamadas,3f9cecac210447b987d086943797390f
141,4b6353fd5e0b44e994e76e538fbf3a39,AreaDespachoEmergencias,c25d5c5e238140fd8b27eab4528ba88f
142,f77e591ad2ca49de9564cdc43a1ae785,AreaEvaluaciónLlamadas,04e6a9c16ce14bbda11bfc604fb02590
143,dcf1f9946ec94152813ca0c75306efef,AreaEvaluaciónLlamadas,d6ef756f4844446a84d1c73da2777e49
144,430dee6a102040d3898df919737badc2,AreaEvaluaciónLlamadas,05e80942c85b40d8a94373dce305a099
145,ce843a62a3994cd693c858a572d01954,AreaEvaluaciónLlamadas,99b7f7f3bb98454cbd13cf1899c3a6cd
146,6e142a7640fc4e67819cab78932c8dbf,AreaEvaluaciónLlamadas,8c26e93d57ea4f93befd3e62e3b6c003
147,1591425ccdd4421db8553282630ddc22,AreaDespachoEmergencias,2f14e03dda77447dad7323957a3d1d3e
148,f4776c5d1f554e6db12ff0b04ad5e6b6,AreaDespachoEmergencias,83a9949189824ae0aec3fd222b417af2
149,9cd98a65e1d54bac94ca739f8b600fdf,AreaEvaluaciónLlamadas,3d6dd520826540faa4fe3f9bba4fe967
150,a31ed082b14341569146947aa542f807,AreaEvaluaciónLlamadas,439ae76c1b084d19a7ad4b0f56bedbdc
151,bc7fa2aa72b2403cb83e72199f5edb65,AreaDespachoEmergencias,b9f3c4eb554546c8b99f6f740afec3c3
152,2ba0aa5113e9424b89f279fc0432515f,AreaEvaluaciónLlamadas,5447b53e0a1243bb962fbaff171e9cb8
153,2f8ac7e3a3c74fd5bde8d9753cbed9ee,AreaEvaluaciónLlamadas,811ec3e9b94947a18a916bb0300af98f
154,4877d1957a604049b5dec74f6b3c6b10,AreaEvaluaciónLlamadas,47226a81b55f4a6fb6a95c6765ea133c
155,12afd07ab39442659017f3b06fd7d2ee,AreaDespachoEmergencias,29633e9e35d84a5daf42dc9fdf0c05b2
156,c48174729efb46cb9aff58a39ef7dcdc,AreaEvaluaciónLlamadas,abc0e49a31aa4a8ab3d2d90cac3d5e57
157,e18187d01fb845e29aece6f56defead6,AreaEvaluaciónLlamadas,b0c078ada01c48e3b61553601880e828
158,8f92cc4d86ba442293471080b65da7db,AreaEvaluaciónLlamadas,1508ddaf5c6b4223864ce37ee831fec8
159,5ce71715ff114e5dbb4e7c579bb2e5bd,AreaEvaluaciónLlamadas,2d28c383548e40c6a05177db5793c323
160,44c33e97c27c4a27b0797244f823323e,AreaEvaluaciónLlamadas,6e680beff8474ed0af15295b19245dc2
161,9be4c5fdf9fe4aa5a11362c27415acd0,AreaEvaluaciónLlamadas,13d273b2621247beb1dfd6c6e8b5958d
162,9d44c9423da2412fbb8bf45008613709,AreaEvaluaciónLlamadas,2a9384ee47e843a1a9cc3d4e57416bb3
163,dd801ec48af44979ad8dbf1ce6bf0af9,AreaEvaluaciónLlamadas,1e23633c8d86419bba87e5066875ebfb
164,82a5e2dd2a624e1c9ccb2fedf7253f46,AreaDespachoEmergencias,74916feec7c24fc98e8cb285bfe390d3
165,dfce40b10a23441dbc9a3fc5baf8533d,AreaDespachoEmergencias,3a06e3fd4e40442791d592491e5e3d6c
166,7f464a2ba3234474864b66f8765b35dc,AreaEvaluaciónLlamadas,6371cf1dd0254cbb9a6b4c6036ef3a66
167,34ba9124a7f24bbdbeaa0ebdd900a440,AreaEvaluaciónLlamadas,5e06686e41c24311b920ef3d3a9ddd43
168,f33b8c96a3ac442d9551b28ce313e4af,AreaEvaluaciónLlamadas,afd4a7b376a449e683b13fe4619ff5a8
169,451a3de16721409aa0a9e352abb884bc,AreaEvaluaciónLlamadas,3bcbccc97cd44edfae99b651c7f9bc1c
170,ef523e207b50483d98855429755ffd1f,AreaDespachoEmergencias,24bc8d15bdf5464ca6b6a21ffa5c2eef
171,a607e443ada84aae845622a7b07005d6,AreaEvaluaciónLlamadas,d8a527c766b243f1905ccb1b7b980aff
172,ef5bb4e6efe34ed1b3d7655fb7f0542f,AreaDespachoEmergencias,aaf0b4103b614df9a5438d7f2664a8d2
173,445e2889ac3141909b981f0739c74861,AreaEvaluaciónLlamadas,1e82f03a8ad54fb6a8da614f3588693d
174,e1f0735c58a94b33a8edbcfab1de07e6,AreaEvaluaciónLlamadas,4a29e8363ba84633be3cec7e98392257
175,72f85c0b6f88487297e9c83aad3beec3,AreaEvaluaciónLlamadas,2f0759d914034261b848a6102fa734c4
176,5ca8ff7acefa4cae9a4b361383c7c1ac,AreaEvaluaciónLlamadas,428b2c0ce3314b9abf53fe1bbcc028b2
177,6a2d190993504167bd2a8d067c6d6cd6,AreaEvaluaciónLlamadas,8b2766b4b03443908ac49e98eed0746f
178,8981d118c87247bfa5901d3b51090710,AreaEvaluaciónLlamadas,8f9bbbe3863142e5b9930a64dc32adcb
179,b47c3ebca04442bd95ea7db4ffcbd8b3,AreaEvaluaciónLlamadas,6ecfaff619c74608a6d898af31020f7f
180,0a731636ab754bdeac6e092305e25948,AreaEvaluaciónLlamadas,61fa89a383fa4c65abfa4d27a0734b3e
181,a7b41707e3e145abac74ea5f21fb0193,AreaEvaluaciónLlamadas,49db0635c0f440d4986775b649fdd3af
182,31b0dd6ce79e48328dd7fc817e1979ea,AreaEvaluaciónLlamadas,1b1e38f83e2f4a49a0557d99dfc7d092
183,65cb63c803a44bcc9c9cb26851298511,AreaEvaluaciónLlamadas,51df9acacd214b4c9bd49cb21cee6513
184,62cf4e666d094cf4a05df1b8216bb347,AreaEvaluaciónLlamadas,b9221df9357d4cd1968be719c77e14b0
185,d00d6409643748638c3b63a5e52a892c,AreaEvaluaciónLlamadas,2ac012cb827548e1b1378478fd801e99
186,0614b9f0193d4ebca37a83f202246a14,AreaEvaluaciónLlamadas,6fc5255923c3450f8beb3d2ed9e3bab5
187,719e6cc942784b88a112f10fe978dd03,AreaEvaluaciónLlamadas,423060d105d94e2d8ab25eec983c6edb
188,1199e5c6d6a54b92b016ed58e08a6d04,AreaEvaluaciónLlamadas,fd4893756a1643bfb7980f5474040a89
189,20e55b7c9d524a2099717486c05dd080,AreaDespachoEmergencias,dc3d7eca09554c5a91148c4a28991fe1
190,000d67cff2cc453f87b3894748d06f0a,AreaEvaluaciónLlamadas,a80e3d8d4b5247b5ad9065777bfd0a83
191,0902d93245ba430e8a2e30d4494809ff,AreaEvaluaciónLlamadas,dd55802a838a4cecab62002ab0402088
192,a26ec3dbd7064d98958fab57052693fb,AreaEvaluaciónLlamadas,df0fff4ffcd748f794dd9c205227e7ea
193,b10051b1959e461ca1f31803031720e4,AreaEvaluaciónLlamadas,81ed728d9af34b2fbb34d8d43d43b031
194,14b536b359384dbfb57391364f0edff6,AreaDespachoEmergencias,a6e5ad2e23b848e4ab41f0f754e5a383
195,1989266b215f40769a4bee68ebafc7bc,AreaEvaluaciónLlamadas,483e1903bd044878bf3a0cc99cb713f7
196,c142ae86e1374a47b106adf98e0b341e,AreaEvaluaciónLlamadas,36024577f9f645d184eda6cf3488a470
197,f939b6e43dd844e99d374c0cb3343a7f,AreaEvaluaciónLlamadas,3101e195a30a45d5be1310c58931f611
198,78aa20e89a2341acb688a3e48b8d041e,AreaEvaluaciónLlamadas,ba0a914da51d454c90bd48efdef6ad07
199,7c70450362b04f308ac28ea9d1a08331,AreaEvaluaciónLlamadas,24a9117bff604c659506cfc76fcf7314
200,14bed1b7a6fc40caa8c9d62039ad90c7,AreaEvaluaciónLlamadas,9120a320ca0f46c68504f7d901d0d96c
201,bda9da4e1b974e3aa1752918af8eaa6d,AreaEvaluaciónLlamadas,ee03ec120a4842d4a42d34fbc5e1dfcf
202,33cb7e70d36a4900994a5808d165e779,AreaEvaluaciónLlamadas,2e0e860e4f9b4c88a8ef31243f18d71b
203,3d8906a235ad461cb8b36e643bea2286,AreaEvaluaciónLlamadas,73a4fac5e18441dab5aead7e22b7da28
204,d895aeee2c1f4088900c42129c7a3164,AreaEvaluaciónLlamadas,3074a4ec00df4983a78acb627cf4d97a
205,b052751f7ae049368a4b4c7f561d7ebc,AreaEvaluaciónLlamadas,a6cb0ac63cf74108bb509c58012cdbb8
206,d797fe7d5a444d56bd83898e410a4990,AreaDespachoEmergencias,bf0e6f8f01b042518a9ba00e49a5fdb4
207,57e994bab8c0468eaac5d954b28fadac,AreaEvaluaciónLlamadas,6f4f9018feec47548b66b02cc439829b
208,eb80d2a2d08544cb9ad94207f121c1ee,AreaEvaluaciónLlamadas,84caf695b9674f99bb9c13eeab997b40
209,81219b499ec64d6f9fac0e2d409ddf27,AreaEvaluaciónLlamadas,a21417b755764712b531c37edc9d6bc1
210,72c0eb0d3db04b63b1102aaebee14d7f,AreaEvaluaciónLlamadas,7339aa388c2647a4b27df3627c28b39d
211,87733fbfec6143e5b4f869d45da1cdb2,AreaEvaluaciónLlamadas,797fc511edb948d4bc2a904fc3401ef9
212,a010199fd2d8497680d03d9daa95b2f4,AreaEvaluaciónLlamadas,f5099fc473ed44d3b4b20efbc04f38cb
213,e2a76b0703904af4b21cb31fb3488c5c,AreaEvaluaciónLlamadas,2c25e565a157439c82fc507e310fce62
214,b950b5cfe67f48e58d6617d7d316905a,AreaEvaluaciónLlamadas,18d9bff01cca4e18a988e275dc1362fa
215,ce870a9a834a4d158930581d30e483b8,AreaDespachoEmergencias,55aa3b0649674d02bcd9d96da97aac47
216,daedb939b8fe4d3a81ebdc76a2d97dfb,AreaEvaluaciónLlamadas,6923d666b0d042088dfd130395672375
217,320569b81015465784de8ec250a3aa53,AreaEvaluaciónLlamadas,f00c417076f446a1adfc014d22d35e72
218,112bbd5e68eb46ff96bd16743a4fd8d6,AreaEvaluaciónLlamadas,0bad9db66ee54b11bf9dbad30aca0272
219,caf53a56ae694955b565cc282e1e666e,AreaEvaluaciónLlamadas,1a2f2579b7c049fc9b413dbab7acc0eb
220,67617955594349eb9a66dab3e19ec930,AreaEvaluaciónLlamadas,89ec7c81c7504b46996fa19306accd1d
221,fbd56df30d734a06bfcc31b7a117461b,AreaEvaluaciónLlamadas,41929cee701d4e458294d4277a0d7472
222,85b3657d6f7b4291a68ae81952c63d94,AreaDespachoEmergencias,bf5d62e8345a4e3193423d5e3d723926
223,e462046801644fc0a50479cc57a35de9,AreaDespachoEmergencias,88830a37004b4a36a3542f7c345a9121
224,668d46770cfd40ccb596163471e778d6,AreaEvaluaciónLlamadas,1d9a97730a664d50aa852ffed8f93308
225,bafdaed15f204019a161721974159547,AreaDespachoEmergencias,bf03f9ade15a4a0285fccfe3f652c51d
