,IDCanton,NombreCant,EstadoCant,IDProv
27,c78802ecee014af38165df348e62000f,Esmeraldas,Activo,c0f99063236641b1aa748000180429f2
28,d8616a0d33ac4a0c9a92d373dfc9126e,Quito,Activo,62704025c51d4fa58c56d3c7ea20ff6e
29,eaf31cfba1fb45dbb2d73511142dac21,Quito,Activo,f93a45b4aa3e436aa726bbe30c122730
30,c0639f84db7845b8a22fe3f451855b90,Azogues,Inactivo,43abcaae279549fbb4fc03674454080e
31,bd1663fcb906481fa13180c55ca5a276,Quito,Inactivo,905697dee0f54a3ab29e7f9db4599d8e
32,2995c00dbe944ec7b6ad5bd97e142006,Quito,Activo,c52c31a2e4a84cd5a8f8efcef43c6ed5
33,efb52ba5fba1421c8cef14f23a414b64,Chone,Activo,f06b04ebeb174e6ab836209c2af98aa6
34,24bd636046034cc58fc750371cb37eea,Quito,Inactivo,b1611ac32eca41c2844bc0662ab72d97
35,7e7ffbf9a0d549a8aba60ba116a1629b,Azogues,Activo,ba123deabd214130ac65184808533118
36,22f9a01ff5e74c099ed5cc1b798bda62,Quito,Inactivo,6c532cc314e6464c963de0dbead01d19
37,46aac03623e14f20a239e1a05a04be86,Guayaquil,Activo,e61024faff0145ac98e9453d990ae0fe
38,8006a7e628324565ba9ce582e870b032,Cuenca,Activo,61ada0c96a2743b49c5aa2ef7174e133
39,d7daa73f97dc4990b52259b75b0a5c6e,Chone,Activo,098c6e1e9430469e8d7c636d5be7fea8
40,428acf19eae442e28d606fa4fd89aac9,Loja,Activo,76d5e32763e54200a1c39446befec84f
41,672ebf579f1e43a284368d186920bfa6,Quito,Inactivo,efe0251d127a44ab8029e0b85cc6960d
42,a1e0030559b24ff7b4fdc71640e353b6,Tulcan,Activo,024971d1eceb4b84a0410fe2f2e8a501
43,999685af460d44909ab1e1d7f13dfca8,Quito,Activo,ff907552d9d8495181983d426ed3c11d
44,e66da70d36ba447b86ecc0d1feae5dd6,Rumuñahui,Activo,17fa9bcefb2a4a49976db0785c62bc1f
45,66d2309f76ed47f18a1e87dcb6b6372b,Azogues,Activo,79c94682aa454c6abf31da517e4e91f7
46,536414511ff0456db0d630ef197f8889,Riobamba,Activo,2dfa4e45e15447c180eaccb81a96f280
47,ff134db1425f4926b3017f4f381d1639,Riobamba,Activo,0dc1bfaf03f5454c96f3cbd9f4187cd1
48,0ee3de6373c943a19b4dd8b0bce436ea,Latacunga,Activo,a64d234208b84fe4b070b44e0830b3ab
49,dd5424a2dc35413abe1d03e80f4b946b,Quito,Activo,aa0c1a71e86e42718b523892f513a372
50,0df2e0e0b5854e1d8b2db38586e0d2c7,Azogues,Activo,f1b74da4a31442058a91f7dafc5722cc
51,65179ad6690046069de33e397492b7f2,Tulcan,Activo,50f410369dc845468621d5f03598a986
52,4fc13182cad74c22881b157a5f2a0596,Latacunga,Activo,0101889e29764573a3f58fe449af46cb
53,246e6e7a3d304ed88933288a5e418b25,Chone,Inactivo,a54ba5d373974d5ca958ee02d186e5ac
54,492ecc698e8d4e04ad36bdf0e705c2b0,Rumuñahui,Activo,1cb3ed9a397b4622b0160179ed61bacf
55,7ceed0040fb741a890643ee1fe1b7cd7,Quito,Activo,11c984a13d294fb0a464f8b7fcef4a44
56,8fddbb131ac049cd9686b78e150b5644,Loja,Activo,fdc71c1bdbe04ae29a2ab36cea6aa25c
57,be7d04c3be6c4f8fadfb4e4b9f145d55,Loja,Activo,b0d6f1c45f2d490a803cc0e6c67d4fcf
58,a0c2ee5d7c644b2489a7d2f12d55b748,Quito,Activo,b55a5f2277ed4f80a6692600476c241e
59,cacf7274ca89461386703dfb36f5160d,Rumuñahui,Activo,57ffc4ac1a5f4bd29a92572f591af72f
60,4ce346df802d496b9207266c23b18d94,Quito,Activo,9f9a8718d1624130adef0c81a2a67578
61,a92864face484f7fbaf9d098adcf1c08,Chone,Inactivo,0d70584bc9c043c4989acb7730e616d1
62,730b2bd1fbc34d71b95a322abbf07811,Esmeraldas,Inactivo,465f2c85685545ecbbd4a3c140e5c0a5
63,7909d9dfdab843eba4c3f766db8bf20f,Quito,Activo,aefad9a1b278466aaeb41972e81a270e
64,ccfb597767ef4d0ab6c3bd5516f7e24c,Guaranda,Activo,124150bbff08482a904fc35f25b92896
65,bc8aa992a4d4417a8fcb7c48b55110b1,Tulcan,Inactivo,1366f103f0e147f1a16c8a5877086342
66,8c49f65f871e487d89d7e158f2809431,Quito,Activo,f596ca73e08e451698280133d7eed875
67,c8fcdf58e6a44396bc107973b0c64db8,Rumuñahui,Activo,7b4298fee3984bd0bda45a6599b6767e
68,473e92200806476b959f9464f09db074,Quito,Activo,cd5e7b6b3a9a4ce489438ce586b8bc86
69,dedbd2d8579c479eb2e463051fa52290,Quito,Inactivo,3d8f57c4eaca4dff99c850a839c845df
70,a907c0f670644ee88432e82538d1aee3,Rumuñahui,Activo,02a2fccc75db4eb5aa92045283440bd8
71,f82d62dc969341c0a235c586f9105fc5,Rumuñahui,Activo,839b4b3bc63449d0860ce0e333d4a00c
72,4eea4dd3d87042fea5b85d8c3ee26f6c,Quito,Activo,b04dafb655544e7ab72635ea4bf51894
73,ee7a2bbb7a8f4c9892de6f253b5a1420,Loja,Activo,a3e7f9536d684534930251fd87d1fa07
74,e25e35b94cbe4cdd9185fb33810f4027,Quito,Activo,1154e580f98248839f78ab7c8af0fbc7
75,91dd6f0aec8d47d49ed0b1399b26b970,Tulcan,Activo,7e32fdd2528d48818d1c5f23be069da6
76,8d560d184ce34a5eb9ff0fc1e140735b,Rumuñahui,Activo,f306f0e74b364b9281f181e06e749924
77,2e3e8da06ca94706969a3af41d2bb8c8,Tulcan,Inactivo,b01fba8002cd42e9907707741823f285
78,27baa7c83ff04d76be4d2efa4440fd5a,Azogues,Inactivo,c0b68c41f07c4d93bd8f4f4f59db9330
79,a64ac5855da944e8ba4aa9a988b12907,Chone,Activo,7ee9da1b248f4a75b41173126bac0d83
80,4f437bf2b812448086d4a3c24f1fc1ab,Rumuñahui,Inactivo,31ce8421ff8d444d8f229389541518a3
81,5ec9c31eb4974cd7a34ffade53125b57,Rumuñahui,Activo,703bf014ea1d481283387ac28008ac6a
82,a25dea736c7d4854aed183b9317bdae9,Tulcan,Activo,9e58f7ad6488445b8aa33373f1bfa1b0
83,8fa9f279791242de8979055224809ed4,Esmeraldas,Activo,6b8784b432464874b9c6983749064b14
84,960a06e8527e4042b6d186f0a4f1bd3d,Loja,Activo,9ac62d73479449be8a319662d425f309
85,4bf8e63c7bdd4e1ba5bed7796c7ea619,Loja,Inactivo,aa55272ca23b4512bdddc0c425d17d99
86,0e89b49ca49342e89822c14e9ef69931,Latacunga,Inactivo,c022b6aa03b34e71b17ef2d56df63c5b
87,a2551f8f4d2c4711903ffe0fa4b9a8e5,Quito,Activo,26543f8d4db946949d977fbeea542e3b
88,37cd58b672de454498677c53daf7ed3e,Rumuñahui,Inactivo,e123a762d974403fbc8b32d3202dc4d4
89,b78e7df27970456ea6699a45e5d11a26,Guaranda,Inactivo,35b37fe4d2fa4dcfaabb7bd2466ae2e6
90,a5b9ff8a8b654b34b2750aa8cec671db,Azogues,Activo,0e11c86544874f92a110e3b6d235def1
91,6a1310a1920a4343b9cb5b9211ebf115,Loja,Inactivo,fd2dac033c294ab7a53cd6b827f5ac30
92,6edd4720614d48f79074c39a57970e35,Rumuñahui,Activo,3b37ed0953184020aaa48135bc432cbc
93,5b0ffb0c37a94111aa48fcd2e7ad10bb,Quito,Activo,25399ade041e43758b9aef214228b41e
94,daf5f821a2f246a9a73fe19fd18d12cf,Riobamba,Activo,7d02daf09e714a4dba625d8e93ba4355
95,a68a39143594496bbf2f4c5b8204115b,Latacunga,Inactivo,e94778e7e2374fd69dc34dc9e50995a4
96,d74dd74a464745dca7d5c64b8c427513,Esmeraldas,Activo,70e67d0614844a22b298d3bfd35b433d
97,552e8723f77c41a38278b8d0921c3fd7,Rumuñahui,Activo,efa11d3a5a604840810ac6ae9ceb3db3
98,e65551ff8fa943a1b9c5bbf7313c5f5b,Quito,Activo,efa0b7e229d64b6d9d9fe157688864c3
99,eaf143b003694290979e09b8410fc1c2,Esmeraldas,Activo,6880987587404d63badd8120ce4f27a5
100,43792c127a6b484d8b4127393a933613,Quito,Inactivo,ce01cb9f4470424eaa0d7d47a3fce956
101,65400bd0f0064d8c91f7ff5a651f1583,Quito,Activo,1f9619692418490db7fe5584de7f4ca1
102,2b061542c1db4f098e257e14d1faa916,Cuenca,Inactivo,bd445d5e8cc24ec9980e4d58ece9d6d8
103,47deafa78e314cbc8be6eee0fc7c5212,Quito,Activo,00195976ea6e44e89943224568063db8
104,4a656923288b49d5ba5a82efb691d719,Guayaquil,Activo,6657a92383a64f298aea792162d4b98b
105,4c5aae3a625440dab6249af5bbc45217,Azogues,Activo,aef0e4892d164fd1b6968466818b508a
106,80df32dc47884dc38da6e7b854632f88,Riobamba,Activo,fee65930460747299c732c45e022261b
107,988a4bd291bb4521a65a8aed563e0c49,Cuenca,Activo,934644dd9f34455388b3a06e58ae0cf8
108,de166eb3db42424197be10756e44d639,Guayaquil,Activo,959fbf5a9bf7486787b8cb1b228ead7b
109,51d934622aa142269f3d78049a1b080c,Quito,Activo,3de27a42b53e423e99468421f62f4a76
110,5af87f3991524d839fcb82d27a47e627,Riobamba,Activo,e85ac736992c4c6e82b3dd229016b4cb
111,03b3e6d5a1f943aeb729a96612a2227c,Guaranda,Activo,68aa9b20ba874a39a99be48ebd6be8af
112,a64378d6eded478f945a40bf0e04257d,Chone,Inactivo,0f4c36e8238d425f9f81b6a86fe3edea
113,001598289a554b2494254445c7a5611b,Riobamba,Activo,065f7fc1c09c4e7cb0a71e0a53a0180e
114,62fc2efd29fc4a2d9eaa23da676ac975,Quito,Activo,9ed6fb897fc04165a90657e552367132
115,ecbb379347bb4900a31dfd86af651528,Esmeraldas,Inactivo,785f6b09ecd34d0a9b138c16ccb5bc2d
116,fe32bb1f1721484f9b6ace00ed038d6a,Esmeraldas,Activo,f18124dcc97e40929877ca06938d1cb9
117,e0dba1d1569c4ec8a8dac13482ba63a0,Rumuñahui,Inactivo,0b383ebacb2a47219a04bc476cfe08b5
118,1642412b6961471d9ecd94c83320c813,Quito,Activo,c92675adc3384a0e9c65aac222d0ab9d
119,81d4fc90ee7c41f5994ad66dad8bfa29,Riobamba,Activo,6890f132fc44494396441576b0e7b7c4
120,2d36eb80235e454cb6119ab6bb27bb9a,Guaranda,Activo,505eb99bdf474a18a6de8a618a85f9a4
121,8cfc812ce4a7404187a897a70629dd1b,Rumuñahui,Activo,c3fa4fc838224e48adc54c876f1ecc65
122,d17a0541e67d4915815d29ce74cd072d,Rumuñahui,Inactivo,9281f56f66704d65990bc61b24cf5ff7
123,783dc5117d4c464db49c5cc71a667078,Quito,Inactivo,de46ef9ac56b4d13add0cfc4280e76af
124,5c368b1883c142b089c15085969c4850,Quito,Inactivo,94097368f73f420d86be15b5769ad1fe
125,e5cfe51267ac458a8f4031e05f97620f,Riobamba,Inactivo,d8d6a8decf3349248cc88dd06f393db3
126,abe63efedf2842c5b4eec8e6b8f0cc24,Guaranda,Activo,baafc7df6c4f47b6863d7e2137d6282b
127,1c8ff8dd5bb74ddd9e5be6f6e510bfc8,Esmeraldas,Activo,1d599dcabd8e4853a5cba21ec7d7d626
128,d539cc6256b74877bb2ef74fd63389fa,Guayaquil,Inactivo,45fee7f9071e4eaab387f728d6a32564
129,6d16630c53d3486da8cbec6aeda39f57,Guaranda,Inactivo,ae13fae3ecee4f4783693110e6337ee8
130,caae100c30cd48f4a2b4d82257324263,Guayaquil,Inactivo,91d17d2cc29148f5a293d3fdb00d8a3b
131,04e99f3e6126491e8a3f5e004373f910,Chone,Activo,6e950da889e4474db2ebafd11693583b
132,fb97b7222a3e48a68532a846b34cd851,Cuenca,Inactivo,505b19110ad74445a7432b1542ce2708
133,87d673fcbc1e481b9ffcd1960f1d8c62,Riobamba,Activo,ae7c948600ef4283bac3c9774c79e99c
134,dc98136b6029471baa245c1af8b8585f,Rumuñahui,Inactivo,503a1d4f54a44d99b8814cee5a411c4a
135,1d55071758114bcbb659279bc5629121,Quito,Activo,747c895d860246ed9d3c8f4d610fb82a
136,bf6a22f077374ce2ab792eaf2af4b600,Quito,Inactivo,e8244809862e426a85eb6a0482d5f56c
137,8b092e7772dc43e8bbe8eef73b395cf6,Guayaquil,Inactivo,2323a12603a64f909d152cbe286d03b5
138,fb9739763126466c988e1a32db4b5136,Latacunga,Activo,ea2933dc49e54e1eb862dec203b50d88
139,acae8b237a6140148105e8ce173a9158,Quito,Activo,ac907b6e6b6b4e809b7fe25369399a83
140,5ff6e3f00bef481098e5a1e2f6331b2f,Esmeraldas,Activo,c8ce644eede2431682002439f2cfedc3
141,cc78d806da69435c9b2ab45d6575178c,Cuenca,Activo,93e7eb4c9a2c403fa027c5d36b3c9fdd
142,4c976133ca9a47e090b048c703880f91,Rumuñahui,Activo,0d89d2bfa7404897a3201b16e0a982f5
143,9b94a2f517104fac81c1fe72bd9ad5d3,Azogues,Activo,a0f4fea21c804dc0aecad89edbe02970
144,988523ea5cbe4acb9be0db9b5428c247,Rumuñahui,Activo,43d8b6ba77d546bca27063d37a1dc00e
145,dfafe2a009a24bb9bddbcbe81b21800b,Guayaquil,Activo,380d315729e943d697b17fbcbc9c3ace
146,cf5d1378ac114581be2587e9e37d77bf,Guayaquil,Activo,ab232bfd21e2439a9afee121976daaca
147,771a4b574f004ee4a52c6d1965e038a3,Quito,Inactivo,e4e4bd8c8c5b4d8c8e5e996b7e4310a5
148,528624571e7f4bbda96fa5a9d261b7d1,Quito,Activo,2c97ef4500cc43ca97ca392f04574906
149,aaacae05f08c41d99daf1bb25756a4cc,Quito,Activo,0b69686345364b0f9a8cf12bdbd9b36c
150,66eb4e127c154e6bb31ccbc692e4b87b,Cuenca,Inactivo,6dd288959f804a4eaeaf92b827475268
151,d2c0f4c124c0489c866efbb5c42da57a,Rumuñahui,Inactivo,ae8b4e07d0324233b909bf9b394a8edc
152,89729ebb896d4cfaa1c5a14c6501cbd6,Quito,Activo,fd2f4b9fe8054d39a97928b07dfa0803
153,3d7728b4074946e498d6994eee7fc5ae,Riobamba,Activo,72e9fefdabfe40b181a5886817090562
154,decd363ef5e94a40a5199f010272fd4f,Chone,Activo,1813c67c9dda415f903dec91cd907c0a
155,463da9f46b7e41ca8f00f970f33902b9,Azogues,Activo,8887decb510c4608aa16e2e562e634fc
156,0299e70cd8794e19af85c9a0c9594c09,Chone,Activo,aa57757f8d1b4066bf40ecddf2da8222
157,fbd77e19389a48c8b889d567a622844c,Rumuñahui,Inactivo,db7686f0bb1f40c79e3977fb1a569786
158,9ba2d5d5a57a49d695caf9aaf5a3dce9,Tulcan,Inactivo,67aa51e84a3c437aabf1787e286939a0
159,2fa36efe55c9497fa8313c5b1f61bbc2,Tulcan,Inactivo,3c08bbd4c2fc4743a6479a83f26479a6
160,6327003282b84006b7e22e1c0b3bb6f2,Quito,Activo,da548a1e357c4f508e66b55c0f0cb80c
161,cbcfc9be51d548ff91c21a284d9c4194,Guaranda,Inactivo,3e4dad1972c94b179eb1d6ee038ce66e
162,66ee134c39274bc1a9b8881fb3c2fd7f,Azogues,Activo,093dda60b76842ada529673f5f6cd97a
163,7b13f46ad4c246aa9943c02cb9e39fa8,Cuenca,Inactivo,a7373bd1c7f9405ba87bd9d2f5b6d05b
164,9368db3470334ad3ad95b832a39d26d4,Guaranda,Activo,7c34c10edceb4eb2b248e26226fdb41a
165,52ad7509a4684a58901b51d6aa9f466a,Quito,Activo,a268bea2013a4a268732e0c596d17a2b
166,6634c219783f41098d9095008a4b1bc6,Tulcan,Activo,f92f116173984a8fa40a19288098c5ec
167,316561e16cba4197b684976311b46fe0,Loja,Activo,99283049f4f747f8974772dcfbf77a9b
168,7a232caacc6a42a9a9db8be4ecca1304,Loja,Activo,7c38d86d3d3147c9b38ea47c823bcae8
169,52288cf7464d4f28aa7417907016d386,Quito,Activo,39347d90d1cf40c181cebb591e4976e2
170,b4fc2093ac7c437bb0f6da8d43f040b2,Azogues,Inactivo,b2908316186a4595b325a12936189f23
171,7f7bdae81546422aa44e9d9567291ba4,Quito,Activo,b7877078708347d1a4318a53be8d7c22
172,cde8574080fd47f897b5890eadb339a8,Cuenca,Activo,d54e88fc9cb74be68fef5f4f8c378091
173,7ed711f248ef42a79cd597ff572add2f,Guayaquil,Inactivo,77d42bf0790543de9714e03d556f43a5
174,4efaa157f9534645a8785391267b2b60,Quito,Activo,bf00879f17634f4eb8dd820b5855b6b9
175,6133b06473d74dbba1a4041561fa432b,Guayaquil,Inactivo,7c67c1a03ed2490fbd31ee332516529c
176,f0294b7be7d24e2897c32b9a6050aa9b,Azogues,Inactivo,40ba09e2897f4171b58dde2c2f142e76
177,a18a66e89866413a817968700f09dd7a,Loja,Inactivo,082a5025f40f4571a73060e589c773fd
178,592e6d2b2ceb45eca3f2be61fb3195b2,Azogues,Activo,e73960872ac649caaf88c23d4d148a61
179,6274a5c66090405c82284c60cc5ab00f,Esmeraldas,Inactivo,c7616afac9f64da59457c0dddbafcf8b
180,78b5bf75d5eb402ab0e619ec2f111e10,Tulcan,Activo,f349c35576954308a11f915a59e5a72a
181,5fba1d944c9348dfb0db31f39e41f998,Quito,Activo,e429c09cc02b45c49dd8a385e78ab4ce
182,902c910fea5c4be58ce1d9c01a601b26,Quito,Inactivo,51ba080059f040d09bbe7ceceedd83dd
183,021d1f08d390476da75a2a86ab10fe99,Tulcan,Activo,f467ac37efd4440588f6f6a1ed7c7db9
184,0112e9e04633472d861d1f72ab2e00f4,Chone,Activo,cc1b05dbb0d44e03ab134a42c49ede9a
185,15b4e57663684cb09bf7ad50a0077c4a,Tulcan,Activo,d4ab95381e794e7089b1ef28251ce089
186,aa332715b6464c8996c647ca5f2c29a2,Cuenca,Activo,a9d29c1cf42d45658a9a1a72fcefedc1
187,04874898b771498ea7b2cdedd52c515a,Cuenca,Activo,b77210593aa54c9b966e35fb7518bc97
188,a959935a87ce40229970ee1fe1b90df2,Chone,Activo,090dc010404247f388de7ba17502fb53
189,eccc377365c54bc68d638e0e1005b0bf,Quito,Inactivo,2f909fa9f83e4f6cbc9d8020bba5bbe1
190,28c4555e5e0549f5962408cb2e98acd5,Rumuñahui,Inactivo,d4d30393ff9b4c008ffede35147285e5
191,0c53043c94354b4f90f41a7c7cb78a6b,Azogues,Activo,3e262c6118ac46a0992b6b8a89741149
192,ab464249b9b34a0b9fd08941ffa265d0,Rumuñahui,Inactivo,8e49c93380524c27b173b6896837a0a5
193,609fd1a0223a472aadceb931612fe16c,Rumuñahui,Activo,826321eabd264a64a93719691aadc5a3
194,39d3b1b24ba64f8c9e0f1a8a3919a84f,Quito,Activo,12b433e712914eb9808f3fac6e51b66e
195,0b506697a3db42f88644d2f82ba77f0b,Quito,Inactivo,037b13539feb4929abd609f7a2cb3af0
196,4712d411c3984c82bab27d7508eb849c,Guaranda,Inactivo,bd08d8d2a9b64e9191d7811fef8ab320
197,48334e5142c74dc997ed35a701177729,Quito,Inactivo,f21007ea17c644d6974b8565eeb4183e
198,c1529dc4c25c42559ab79178bc02337f,Tulcan,Inactivo,fa79578f9e854b70b2a3f7637455674e
199,bf933c264d6e407e8c3d94f7e65b46f1,Cuenca,Inactivo,e749c5503920488f8dfe7b9162358782
200,69e31ce44f07463991791da1900beb00,Azogues,Activo,d4774b2035334674924228fe549a2997
201,838c0b7b487745e6bef132a5dc755e8e,Rumuñahui,Activo,0303ca413e04448b877d16140833e84a
202,1debfb3fe99d46b0bc3dbe6f261f5106,Guayaquil,Activo,fed4b422f7a44a0db3e26fa057939af8
203,7be4baa9a9054e2189e400ed3103ac31,Rumuñahui,Inactivo,19c90b5d3f0644ec98da05f8d85d5df4
204,beb019262bf94b9f91b4797f0f567068,Guaranda,Inactivo,d6e80057c7fc463ab0d0e24bfa6b9320
205,f8981a92334d41a3b7540072dd8ca18a,Quito,Activo,99879b5d76f84de49b3f2362357df6f4
206,6338ad9bcc3e48b093ffb17036c27b6e,Chone,Inactivo,608cabd3b7174b2aa1ba8aac26e4d951
207,5768697767b14e04bbab253e0b7c33a1,Quito,Inactivo,9a214d7da26144f38a71691766e635e7
208,5377917e3240426cb7131a4c8e803276,Cuenca,Activo,1a0c5f9cfc9a473999c612c6c33a4aba
209,22f01b594eee43788ffd460c97442df4,Guaranda,Activo,2b0d9ae0241c409aa66ec23b34408b62
210,0f8f034da2754d05b418ebdffb7503e3,Guayaquil,Activo,2c2ff78b8bf14463ad5f0e8d6a3fc163
211,58a78e0c717347c291bea8998a842df4,Guaranda,Activo,109c216d6bef4510b029e8d826dd8b1a
212,777b29009a0c44b3b954dca7834e7697,Chone,Activo,5825bac2a3af422ca5064a441423c3cd
213,23515514049e499a98e395e76f98f379,Esmeraldas,Inactivo,a46f34c3e9af4e1ea031cb03f41b3683
214,065449c173f742deb4d7e22877b119ad,Riobamba,Activo,c4aca039911e46aa932beb20f01974fa
215,07241cd3976441af992b08b5c8ca80cf,Quito,Inactivo,bef2d07ba8a448d8a2bc0d743aba1d05
216,5ece4ed9c9bf43539729514397f3610d,Azogues,Activo,bc49626d504943bc9143b2b81be57f6e
217,1a56d07a6703403bb596d3ca5e2d3684,Rumuñahui,Activo,65aecd6b6f6c45739f81c342a54ad9d2
218,c6f0df9327e2423fbed0884efa973232,Chone,Inactivo,58ebff0d90254618af52e6d863b62441
219,58a35de079c54c669fabaeaaa382031c,Quito,Activo,3d26052ba17f47be8bae062f184d7ce1
220,dbc1550e3da641bcb41fc5ed286691b7,Guaranda,Activo,fc9619d73297473c930c1b54935f6dd8
221,bb6a8f604d554cd3b3fe86c7696ce100,Cuenca,Inactivo,2e3cd5009d5b47da929b3688fde0725c
222,3e0f241347154ed1bc5e83224576d562,Azogues,Inactivo,c875998cf2fd4243a783394cb5720c04
223,f0485250ac2847f7b9fe0aff67637315,Riobamba,Activo,912db65e9dc7401f9f1b362da662ab06
224,42acd9426d9c45c7844a14f951f09416,Quito,Activo,d56b38d43fd74fd09dff0e1c427b46e1
225,f531decc8d5741fb829d506cde043ad2,Cuenca,Inactivo,6b714675bd324ca69c3c0bf283704682
226,2e861fa30d7047738412c53342da7fa1,Guaranda,Inactivo,bd63f12eeade4b8ebee373ae0a78e317
227,835a2360b2e34242a095a7de527f3124,Cuenca,Activo,3e6d42951ddd4a848d0e9db67c83764f
228,c9503df2133446ea9b3ebc9a977af56a,Tulcan,Inactivo,30f4c82c29e14def9205ae31f4121bf5
229,e2104b24170f4b5fbf66322efa6daa2e,Quito,Activo,4afdc3ffa34447b4a3eba55db615ad9b
230,af9aac6339bf4645b137538005870e73,Riobamba,Activo,484f5df901ca40c6a02e10e38f240a0b
231,199ad1abe50947d7ab14354be6b3e74e,Quito,Inactivo,e7af39f9da5a46d1852596657643759e
232,90ae0eaa3a744fc2ad6f3dff6b32141c,Latacunga,Activo,5727b17ea5224201b8c33e9989a702b4
233,1dca96217dea46978b4df23502ad7e35,Cuenca,Inactivo,1dde2a5121ab4e4689a9af12d70ab1b9
234,43824bc2dfde4a46acb4709a78e3d65c,Tulcan,Inactivo,14a6cfdd403249869744abaa551b3ced
235,90bfa966e4ab4f26b1015177c6df3611,Rumuñahui,Activo,962b3d2c27b94aa7ada2aff11729cba3
236,409b92cbf45c4b1eaacd30be7823fe80,Rumuñahui,Activo,cae62e47a4014d7fa1b533560fb2b927
237,f518f4e2c6834ed78c6118d447877c3f,Quito,Activo,5461686746c4486885d23cde63b83cf3
238,e8489ae35476494ca62276eebb0bb55b,Tulcan,Inactivo,baf2443595f544e1932289335673343b
239,71b0c2aa344f417fb6ba461c8585e282,Quito,Activo,09c46682023747b4a706ef146f56a22c
240,b1f600f8ab4e4a00ba4f67293275ce14,Latacunga,Inactivo,7e09b6bd09fe4a619c5d75663dc29488
241,c5a914331f184145a6906618606fb8c4,Tulcan,Activo,b2a359a173624a4099cd5b5ace9ae4af
242,97cf7551f320439eb5c58d99ee7bc038,Rumuñahui,Activo,fccffd61ef684a6c8242392151ec9bd9
243,0bf7f0c64d8145a98b9eb875865e21f9,Rumuñahui,Activo,c2facfd04a6b4c8189b4520ae27fdf60
244,673dda06e696475ea42b458b1942b198,Loja,Activo,3416b28790504d598727e33698719611
245,a08b618b30734422b30f88ba6c28c2d8,Cuenca,Inactivo,34c8b921363e4a829c448ed087763842
246,f2c0c4dc5e4d4e86a99d666d1404f9b6,Chone,Activo,2f4d543ab3f949889ee6728bcf13ed7b
247,06da94a769a1473280abd1d6dccdd3a2,Guaranda,Inactivo,6701ca1879e14c0e88c94f2195e29146
